entrezid	symbol
9764	KIAA0513
23199	GSE1
197196	LINC00311
106479362	RN7SL381P
51659	GINS2
404550	C16orf74
10328	EMC8
106481623	RNU1-103P
1327	COX4I1
3394	IRF8
64779	MTHFSD
100506581	C16orf95
101928659	C16orf95-DT
79791	FBXO31
81631	MAP1LC3B
23174	ZCCHC14
101928737	ZCCHC14-DT
57338	JPH3
100129215	LOC100129215
54758	KLHDC4
8140	SLC7A5
54971	BANP
161882	ZFPM1
124245	ZC3H18
1535	CYBA
4597	MVD
197187	SNAI3-AS1
333929	SNAI3
115992	RNF166
348180	CTU2
9780	PIEZO1
81620	CDT1
353	APRT
2588	GALNS
51693	TRAPPC2L
863	CBFA2T3
197322	ACSF3
283860	LINC00304
146429	SLC22A31
197320	ZNF778
29123	ANKRD11
6687	SPG7
6137	RPL13
27132	CPNE7
1800	DPEP1
5119	CHMP1A
124045	SPATA33
8558	CDK10
105371416	LINC02166
124044	SPATA2L
9605	VPS9D1
100128881	VPS9D1-AS1
92822	ZNF276
2175	FANCA
84501	SPIRE2
22980	TCF25
4157	MC1R
10381	TUBB3
54849	DEF8
92806	CENPBD1
172	AFG3L1P
79007	DBNDD1
2622	GAS8
750	GAS8-AS1
100130015	URAHP
9501	RPH3AL
400566	C17orf97
359845	RFLNB
55275	VPS53
79850	TLCD3A
50628	GEMIN4
51031	GLOD4
55178	MRM3
64359	NXN
29928	TIMM22
29	ABR
100422835	MIR3183
7531	YWHAE
1398	CRK
4641	MYO1C
51763	INPP5K
100306951	PITPNA-AS1
5306	PITPNA
124935	SLC43A2
8578	SCARF1
83547	RILP
10594	PRPF8
727910	TLCD2
84981	MIR22HG
124997	WDR81
5345	SERPINF2
5176	SERPINF1
114826	SMYD4
6117	RPA1
1801	DPH1
3090	HIC1
23293	SMG6
63826	SRR
55720	TSR1
9905	SGSM2
4335	MNT
79066	METTL16
5048	PAFAH1B1
106480521	RN7SL608P
23277	CLUH
23108	RAP1GAP2
443	ASPA
162514	TRPV3
7442	TRPV1
23729	SHPK
1497	CTNS
30851	TAX1BP3
83460	EMC6
3682	ITGAE
83903	HASPIN
55421	NCBP3
84254	CAMKK1
489	ATP2A3
23140	ZZEF1
100873684	RNA5SP434
124936	CYB5D2
51479	ANKFY1
7326	UBE2G1
10514	MYBBP1A
342527	SMTNL2
400568	LINC01996
246	ALOX15
27043	PELP1
409	ARRB2
400569	MED11
58191	CXCL16
84225	ZMYND15
9032	TM4SF5
388323	GLTPD2
5694	PSMB6
5338	PLD2
50488	MINK1
1145	CHRNE
100130311	C17orf107
8402	SLC25A11
26001	RNF167
5216	PFN1
2027	ENO3
9552	SPAG7
23125	CAMTA2
388324	INCA1
10749	KIF1C
124961	ZFP3
7775	ZNF232
84622	ZNF594
100130950	ZNF594-DT
9135	RABEP1
4927	NUP88
84268	RPAIN
708	C1QBP
56919	DHX33
51009	DERL2
79003	MIS12
22861	NLRP1
54478	PIMREG
83394	PITPNM3
9851	KIAA0753
84817	TXNDC17
51003	MED31
388327	C17orf100
284111	SLC13A5
100506713	ALOX12-AS1
440400	RNASEK
201232	SLC16A13
433	ASGR2
432	ASGR1
1742	DLG4
37	ACADVL
1856	DVL2
79142	PHF23
11337	GABARAP
23399	CTDNEP1
23587	ELP5
1366	CLDN7
51087	YBX2
1984	EIF5A
2874	GPS2
84461	NEURL4
147040	KCTD11
8711	TNK1
254863	TMEM256
57555	NLGN2
284114	TMEM102
2256	FGF11
1140	CHRNB1
57659	ZBTB4
5430	POLR2A
26168	SENP3
1973	EIF4A1
968	CD68
100996842	LOC100996842
9526	MPDU1
9513	FXR2
6462	SHBG
112483	SAT2
482	ATP1B2
7157	TP53
55135	WRAP53
23135	KDM6B
92162	TMEM88
84316	NAA38
124637	CYB5D1
1107	CHD3
677763	SCARNA21
284023	RNF227
9196	KCNAB3
58485	TRAPPC1
116840	CNTROB
3000	GUCY2D
59344	ALOXE3
5187	PER1
6844	VAMP2
84314	TMEM107
54785	BORCS6
9212	AURKB
284029	LINC00324
80169	CTC1
5198	PFAS
399512	SLC25A35
29098	RANGRF
124751	KRBA2
6154	RPL26
81565	NDEL1
4628	MYH10
9423	NTN1
9482	STX8
124739	USP43
4621	MYH3
6341	SCO1
56985	ADPRM
7566	ZNF18
6416	MAP2K4
9912	ARHGAP44
60528	ELAC2
100874058	COX10-AS1
1352	COX10
5376	PMP22
284040	CDRT4
201158	TVP23C
10626	TRIM16
57335	ZNF286A
136	ADORA2B
125150	ZSWIM7
54902	TTC19
9611	NCOR1
9487	PIGL
201161	CENPV
7314	UBB
125144	SNHG29
388341	LRRC75A
57547	ZNF624
9720	CCDC144A
162632	USP32P1
100129396	FAM106C
23164	MPRIP
106481916	RNU6-767P
201164	PLD6
201163	FLCN
8533	COPS3
56953	NT5M
388344	RPL13P12
55090	MED9
51655	RASD1
10400	PEMT
10743	RAI1
6720	SREBF1
146691	TOM1L2
83450	DRC3
91647	ATPAF2
79018	GID4
1819	DRG2
51168	MYO15A
54890	ALKBH5
3996	LLGL1
2314	FLII
125170	MIEF2
7156	TOP3A
140775	SMCR8
6470	SHMT1
284047	CCDC144B
2310	FOXO3B
147166	TRIM16L
51030	TVP23B
5636	PRPSAP2
644815	FAM83G
22905	EPN2
27077	B9D1
5598	MAPK7
125208	RPS2P46
55244	SLC47A1
224	ALDH3A2
146802	SLC47A2
218	ALDH3A1
11216	AKAP10
92521	SPECC1
23326	USP22
25979	DHRS7B
8834	TMEM11
107984969	LOC107984969
256302	NATD1
5606	MAP2K3
339263	LINC02693
26118	WSB1
100132972	SYPL1P2
440419	TBC1D3P5
8844	KSR1
3965	LGALS9
4843	NOS2
201229	LYRM9
51701	NLK
27346	TMEM97
90410	IFT20
7126	TNFAIP1
26073	POLDIP2
147007	TMEM199
23098	SARM1
7448	VTN
113235	SLC46A1
388363	RPS7P1
9058	SLC13A2
8456	FOXN1
9094	UNC119
94005	PIGS
230	ALDOC
10615	SPAG5
124923	RSKR
9703	KIAA0100
6388	SDF2
6830	SUPT6H
147011	PROCA1
6147	RPL23A
26773	SNORD4A
116238	TLCD1
284086	NEK8
9618	TRAF4
55731	FAM222B
26284	ERAL1
2319	FLOT2
147015	DHRS13
57649	PHF12
51268	PIPOX
399687	MYO18A
9220	TIAF1
57532	NUFIP2
57551	TAOK1
116236	ABHD15
90313	TP53I13
28964	GIT1
124930	ANKRD13B
85464	SSH2
100421100	LOC100421100
84081	NSRP1
6532	SLC6A4
642	BLMH
388364	TMIGD1
1362	CPD
9527	GOSR1
51379	CRLF3
79915	ATAD5
79736	TEFM
55803	ADAP2
4763	NF1
84440	RAB11FIP4
55352	COPRS
55813	UTP6
23512	SUZ12
114659	LRRC37B
105371730	LOC105371730
55288	RHOT1
64149	C17orf75
7756	ZNF207
5717	PSMD11
8851	CDK5R1
4642	MYO1D
26022	TMEM98
124912	SPACA3
6347	CCL2
10693	CCT6B
91603	ZNF830
3980	LIG3
117584	RFFL
5892	RAD51D
54475	NLE1
146862	UNC45B
162394	SLFN5
5193	PEX12
163	AP2B1
8148	TAF15
91608	RASL10B
79148	MMP28
6358	CCL14
6359	CCL15
9326	ZNHIT3
80179	MYO19
284098	PIGW
79893	GGNBP2
79154	DHRS11
79922	MRM1
102723471	LHX1-DT
3975	LHX1
26574	AATF
31	ACACA
284099	C17orf78
6871	TADA2A
11072	DUSP14
11276	SYNRG
11056	DDX52
102465136	MIR378J
6928	HNF1B
729873	TBC1D3
102723859	TBC1D3E
440434	NPEPPSP1
84311	MRPL45
30837	SOCS7
57636	ARHGAP23
101929494	LOC101929494
80725	SRCIN1
100170841	EPOP
4302	MLLT6
284106	CISD3
7703	PCGF2
5691	PSMB3
8396	PIP4K2B
54883	CWC25
100616416	MIR4727
9349	RPL23
3927	LASP1
100505576	LINC00672
782	CACNB1
6143	RPL19
84961	FBXL20
5469	MED1
51755	CDK12
10948	STARD3
8557	TCAP
93210	PGAP3
2064	ERBB2
84299	MIEN1
2886	GRB7
55876	GSDMB
94103	ORMDL3
5709	PSMD3
9862	MED24
7067	THRA
9572	NR1D1
339287	MSL1
22794	CASC3
51195	RAPGEFL1
147179	WIPF2
990	CDC6
5914	RARA
101929693	RARA-AS1
7153	TOP2A
3487	IGFBP4
6605	SMARCE1
3858	KRT10
147184	KRT10-AS1
54474	KRT20
83896	KRTAP3-1
3866	KRT15
3880	KRT19
3872	KRT17
10209	EIF1
9001	HAP1
3728	JUP
10609	P3H4
60681	FKBP10
115024	NT5C3B
55175	KLHL11
47	ACLY
1267	CNP
7266	DNAJC7
28511	NKIRAS2
201181	ZNF385C
110806298	C17orf113
2648	KAT2A
5878	RAB5C
23415	KCNH4
84514	GHDC
6777	STAT5B
6776	STAT5A
6774	STAT3
284119	CAVIN1
535	ATP6V0A1
100847030	MIR548AT
100847046	MIR5010
4669	NAGLU
108783654	HSD17B1-AS1
3292	HSD17B1
80347	COASY
6945	MLX
29893	PSMC3IP
162427	RETREG3
7283	TUBG1
27175	TUBG2
79990	PLEKHH3
2826	CCR10
8506	CNTNAP1
2145	EZH1
100190938	RAMP2-AS1
10266	RAMP2
84313	VPS25
65266	WNK4
28958	COA3
8678	BECN1
10197	PSME3
314	AOC2
8639	AOC3
90586	AOC4P
388387	LINC00671
2538	G6PC1
80755	AARSD1
100885848	PTGES3L
146923	RUNDC1
6155	RPL27
3430	IFI35
10493	VAT1
8153	RND2
672	BRCA1
10230	NBR2
4077	NBR1
113277	TMEM106A
100130581	LINC00910
379	ARL4D
1659	DHX8
2118	ETV4
1845	DUSP3
4356	MPP3
4355	MPP2
162417	NAGS
84336	TMEM101
124801	LSM12
92579	G6PC3
10014	HDAC5
78995	HROB
339201	ASB16-AS1
79089	TMUB2
56970	ATXN7L3
7343	UBTF
51629	SLC25A39
2896	GRN
284069	FAM171A2
3674	ITGA2B
23131	GPATCH8
2535	FZD2
124808	CCDC43
80174	DBF4B
4185	ADAM11
10052	GJC1
9343	EFTUD2
146909	KIF18B
10882	C1QL1
79877	DCAKD
4836	NMT1
113026	PLCD3
79777	ACBD4
10614	HEXIM1
124790	HEXIM2
105371795	LOC105371795
339192	FMNL1-DT
752	FMNL1
107985040	LOC107985040
9020	MAP3K14
201176	ARHGAP27
9842	PLEKHM1
147081	LINC02210
4137	MAPT
284058	KANSL1
644246	KANSL1-AS1
9884	LRRC37A
474170	LRRC37A2
51326	ARL17A
4905	NSF
7473	WNT3
7484	WNT9B
9570	GOSR2
644397	LRRC37A17P
101927060	LOC101927060
996	CDC27
644388	RPS2P47
124989	EFCAB13
9520	NPEPPS
3837	KPNB1
9755	TBKBP1
114881	OSBPL7
124995	MRPL10
90506	LRRC46
90507	SCRN2
80320	SP6
102724532	SP2-DT
6668	SP2
100506325	SP2-AS1
55163	PNPO
79170	PRR15L
80279	CDK5RAP3
51226	COPZ2
116435298	NFE2L1-DT
4779	NFE2L1
10951	CBX1
106481942	RNU6-1201P
29916	SNX11
3212	HOXB2
100874362	HOXB-AS1
3213	HOXB3
404266	HOXB-AS3
3214	HOXB4
3215	HOXB5
3216	HOXB6
3217	HOXB7
3218	HOXB8
3219	HOXB9
10481	HOXB13
284076	TTLL6
10241	CALCOCO2
105371814	LOC105371814
516	ATP5MC1
65264	UBE2Z
11267	SNF8
10642	IGF2BP1
106479931	RNU6-826P
124872	B4GALNT2
162466	PHOSPHO1
22834	ZNF652
5245	PHB
11248	NXPH3
8405	SPOP
10237	SLC35B1
81558	FAM117A
11143	KAT7
111644142	SRP14P3
1748	DLX4
1747	DLX3
3675	ITGA3
5164	PDK2
201191	SAMD14
84687	PPP1R9B
1277	COL1A1
162461	TMEM92
64132	XYLT2
51264	MRPL27
146956	EME1
55379	LRRC59
80221	ACSF2
1101	CHAD
55316	RSAD1
105371824	LOC105371824
55040	EPN3
64847	SPATA20
8913	CACNA1G
8714	ABCC3
91369	ANKRD40
51747	LUC7L3
55018	ANKRD40CL
10140	TOB1
400604	TOB1-AS1
9043	SPAG9
4830	NME1
4831	NME2
54799	MBTD1
51096	UTP18
10040	TOM1L1
1353	COX11
252983	STXBP4
3131	HLF
23531	MMD
58488	PCTP
339210	C17orf67
8526	DGKE
7706	TRIM25
8161	COIL
59342	SCPEP1
8165	AKAP1
124540	MSI2
51649	MRPS23
404093	CUEDC1
7716	VEZF1
6426	SRSF1
140735	DYNLL2
54903	MKS1
6827	SUPT4H1
54894	RNF43
9110	MTMR4
101927688	SEPTIN4-AS1
56155	TEX14
5889	RAD51C
4591	TRIM37
348235	SKA2
106481652	RNU2-58P
55771	PRR11
55181	SMG8
284161	GDPD1
388403	YPEL2
100616204	MIR4729
79665	DHX40
1213	CLTC
51651	PTRH2
81671	VMP1
51174	TUBD1
6198	RPS6KB1
51136	RNFT1
63897	HEATR6
84669	USP32
677681	SCARNA20
100271488	RPL32P32
10513	APPBP2
8493	PPM1D
54828	BCAS3
103689912	TBX2-AS1
6909	TBX2
9496	TBX4
83990	BRIP1
57508	INTS2
9969	MED13
339175	METTL2A
11011	TLK2
9902	MRC2
26115	TANC2
1534	CYB561
1636	ACE
10238	DCAF7
51204	TACO1
4215	MAP3K3
92335	STRADA
57003	CCDC47
11325	DDX42
117246	FTSJ3
5705	PSMC5
6603	SMARCD2
146771	TCAM1P
2081	ERN1
105376843	SNHG25
692227	SNORD104
55852	TEX2
5175	PECAM1
284021	MILR1
11232	POLG2
1655	DDX5
90799	CEP95
64750	SMURF2
109286553	ARHGAP27P1-BPTFP1-KPNA2P3
374819	LRRC37A3
201283	AMZ2P1
10672	GNA13
8787	RGS9
8313	AXIN2
350	APOH
5578	PRKCA
27091	CACNG5
27092	CACNG4
9931	HELZ
5718	PSMD12
25926	NOL11
100124536	SNORA38B
2186	BPTF
284018	C17orf58
3838	KPNA2
51321	AMZ2
22901	ARSG
55062	WIPI1
5573	PRKAR1A
54757	FAM20A
10349	ABCA10
23461	ABCA5
5608	MAP2K6
400618	SOX9-AS1
6662	SOX9
400619	LINC00511
201266	SLC39A11
6752	SSTR2
9382	COG1
84923	FAM104A
55028	C17orf80
23580	CDC42EP4
6169	RPL38
94015	TTYH2
55890	GPRC5C
10871	CD300C
326624	RAB37
146722	CD300LF
9368	SLC9A3R1
26151	NAT9
54868	TMEM104
2905	GRIN2C
2232	FDXR
283985	FADS6
124590	USH1G
92736	OTOP2
283987	HID1
30850	CDR2L
3396	MRPL58
23510	KCTD2
10476	ATP5PD
106480328	TRIM80P
9121	SLC16A5
79637	ARMC7
30833	NT5C
51155	JPT1
6613	SUMO2
79902	NUP85
23163	GGA3
51081	MRPS7
57409	MIF4GD
100287042	MIF4GD-DT
60386	SLC25A19
2885	GRB2
9772	TMEM94
57513	CASKIN2
283989	TSEN54
3993	LLGL2
80022	MYO15B
9400	RECQL5
643008	SMIM5
100130933	SMIM6
29115	SAP30BP
3691	ITGB4
2584	GALK1
3021	H3-3B
85451	UNK
201294	UNC13D
23558	WBP2
91107	TRIM47
201292	TRIM65
64978	MRPL38
85302	FBF1
51	ACOX1
100529145	TEN1-CDK3
100134934	TEN1
1018	CDK3
2125	EVPL
6730	SRP68
353174	ZACN
8811	GALR2
23265	EXOC7
2302	FOXJ1
100507218	RNF157-AS1
114804	RNF157
283991	UBALD2
84074	QRICH2
5635	PRPSAP1
8877	SPHK1
63893	UBE2O
100271221	RPL7P49
79651	RHBDF2
100507246	SNHG16
55808	ST6GALNAC1
105274304	LOC105274304
439921	MXRA7
106480313	RNY4P36
23210	JMJD6
124512	METTL23
6427	SRSF2
79157	MFSD11
106480551	RNU6-97P
654434	SNHG20
6397	SEC14L1
105371907	SEPTIN9-DT
10801	SEPTIN9
57690	TNRC6C
11322	TMC6
100141515	C17orf99
9144	SYNGR2
7083	TK1
125061	AFMID
332	BIRC5
9021	SOCS3
9489	PGS1
8632	DNAH17
9267	CYTH1
106481383	RNU6-638P
57602	USP36
7077	TIMP2
100653515	CEP295NL
3959	LGALS3BP
124583	CANT1
114897	C1QTNF1
64772	ENGASE
339221	ENPP7
84733	CBX2
57332	CBX8
8535	CBX4
101928766	LINC01979
125058	TBC1D16
55036	CCDC40
2548	GAA
9775	EIF4A3
6448	SGSH
284129	SLC26A11
57674	RNF213
100294362	RNF213-AS1
284131	ENDOV
100616359	MIR4730
4884	NPTX1
57521	RPTOR
79643	CHMP6
100129503	LOC100129503
440465	BAIAP2-DT
10458	BAIAP2
9625	AATK
724027	MIR657
442906	MIR338
100302229	MIR1250
388428	PVALEF
22994	CEP131
146705	TEPSIN
284184	NDUFAF8
124565	SLC38A10
284186	TMEM105
57597	BAHCC1
71	ACTG1
25794	FSCN2
80233	FAAP100
55666	NPLOC4
83882	TSPAN10
339229	OXLD1
339230	CCDC137
339231	ARL16
9146	HGS
6182	MRPL12
1468	SLC25A10
348262	MCRIP1
5034	P4HB
396	ARHGDIA
10189	ALYREF
51529	ANAPC11
256933	NPB
5833	PCYT2
51547	SIRT7
4097	MAFG
92659	MAFG-DT
5831	PYCR1
147111	NOTUM
79058	ASPSCR1
201254	CENPX
201255	LRRC45
5881	RAC3
51181	DCXR
5986	RFNG
2873	GPS1
64118	DUS1L
2194	FASN
284001	CCDC57
9123	SLC16A3
1453	CSNK1D
924	CD7
6398	SECTM1
79701	OGFOD3
284004	HEXD
79415	CYBC1
26502	NARF
3607	FOXK2
56270	WDR45B
10966	RAB40B
79672	FN3KRP
64122	FN3K
6904	TBCD
146712	B3GNTL1
284207	METRNL
727758	ROCK1P1
9097	USP14
9984	THOC1
494514	TYMSOS
7298	TYMS
55556	ENOSF1
7525	YES1
64863	METTL4
10403	NDC80
23347	SMCHD1
84034	EMILIN2
9663	LPIN2
8736	MYOM1
10627	MYL12A
104968399	MYL12-AS1
103910	MYL12B
7050	TGIF1
339290	LINC00667
7541	ZBTB14
645369	TMEM200C
645387	RPL6P27
79822	ARHGAP28
400643	LINC00668
284217	LAMA1
5797	PTPRM
201475	RAB12
23255	MTCL1
4729	NDUFV2
101927275	NDUFV2-AS1
23253	ANKRD12
57045	TWSG1
10928	RALBP1
9989	PPP4R1
11031	RAB31
9218	VAPA
8774	NAPG
2774	GNAL
57132	CHMP1B
65258	MPPE1
3613	IMPA2
84617	TUBB6
10939	AFG3L2
10650	PRELID3A
56907	SPIRE1
56984	PSMG2
79959	CEP76
5771	PTPN2
81929	SEH1L
55125	CEP192
125228	FAM210A
8731	RNMT
162655	ZNF519
400644	LINC01443
6093	ROCK1
80000	GREB1L
114799	ESCO1
6632	SNRPD1
171586	ABHD3
57534	MIB1
100128893	GATA6-AS1
2627	GATA6
5932	RBBP8
91768	CABLES1
85019	TMEM241
8780	RIOK3
29919	RMC1
4864	NPC1
147463	ANKRD29
3909	LAMA3
125488	TTC39C
26256	CABYR
114876	OSBPL1A
55364	IMPACT
6760	SS18
6875	TAF4B
284252	KCTD1
83539	CHST9
1824	DSC2
1829	DSG2
7276	TTR
9331	B4GALT6
22878	TRAPPC8
51444	RNF138
64762	GAREM1
4225	MEP1B
1837	DTNA
10982	MAPRE2
84307	ZNF397
100101467	ZSCAN30
10778	ZNF271P
7572	ZNF24
125476	INO80C
2589	GALNT1
83608	C18orf21
55197	RPRD1A
25800	SLC39A6
55250	ELP2
101927809	COSMOC
55034	MOCOS
25941	TPGS2
57536	KIAA1328
647946	MIR924HG
641516	KC6
5289	PIK3C3
101927943	SETBP1-DT
26040	SETBP1
57724	EPG5
9050	PSTPIP2
498	ATP5F1A
115106	HAUS1
147339	C18orf25
9063	PIAS2
84064	HDHD2
51124	IER3IP1
4087	SMAD2
9811	CTIF
4092	SMAD7
100129878	LOC100129878
54808	DYM
497661	C18orf32
6139	RPL17
9388	LIPG
10449	ACAA2
4645	MYO5B
4152	MBD1
30827	CXXC1
220134	SKA1
5596	MAPK4
83876	MRO
4200	ME2
55520	ELAC1
4089	SMAD4
51320	MEX3C
8932	MBD2
677819	SNORA37
11201	POLI
80323	CCDC68
6925	TCF4
9352	TXNL1
23335	WDR7
9480	ONECUT2
2235	FECH
4677	NARS1
100505549	LOC100505549
5205	ATP8B1
23327	NEDD4L
115701	ALPK2
101927322	MALT1-AS1
10892	MALT1
55205	ZNF532
90701	SEC11C
3998	LMAN1
5366	PMAIP1
220441	RNF152
23556	PIGN
57614	RELCH
8792	TNFRSF11A
54877	ZCCHC2
23239	PHLPP1
596	BCL2
2531	KDSR
9525	VPS4B
5271	SERPINB8
1005	CDH7
92126	DSEL
54495	TMX3
79839	CCDC102B
25914	RTTN
9306	SOCS6
29090	TIMM21
1528	CYB5A
55748	CNDP2
400657	ZNF407-AS1
55628	ZNF407
284273	ZADH2
10194	TSHZ1
9658	ZNF516
101927989	ZNF516-AS1
100131655	ZNF236-DT
7776	ZNF236
4155	MBP
374868	ATP9B
9150	CTDP1
80148	SLC66A2
440498	HSBP1L1
10907	TXNL4A
79863	RBFA
22850	ADNP2
100130522	PARD6G-AS1
84552	PARD6G
375690	WASH5P
8612	PLPP2
54531	MIER2
8174	MADCAM1
91978	TPGS1
997	CDC34
105372233	BSG-AS1
682	BSG
610	HCN2
5442	POLRMT
55658	RNF126
10272	FSTL3
5064	PALM
126353	MISP
107985343	LINC01836
5725	PTBP1
79948	PLPPR3
5657	PRTN3
10025	MED16
91300	R3HDM4
84634	KISS1R
1820	ARID3A
57418	WDR18
116444	GRIN3B
91304	TMEM259
103625684	RNU6-2
1265	CNN2
10347	ABCA7
23526	ARHGAP45
5434	POLR2E
2879	GPX4
22904	SBNO2
6794	STK11
255057	CBARP
513	ATP5F1D
90007	MIDN
1153	CIRBP
148046	CIRBP-AS1
55009	FAM174C
1943	EFNA2
84939	PWWP3A
374291	NDUFS7
2593	GAMT
26528	DAZAP1
6209	RPS15
10297	APC2
148223	C19orf25
54760	PCSK4
92840	REEP6
339366	ADAMTSL5
399664	MEX3D
53615	MBD3
10975	UQCR11
6929	TCF3
106481566	RNU6-1223P
57455	REXO1
83855	KLF16
81926	ABHD17A
113178	SCAMP4
113179	ADAT3
1455	CSNK1G2
55643	BTBD2
2872	MKNK2
126308	MOB3A
113177	IZUMO4
8943	AP3D1
84444	DOT1L
55111	PLEKHJ1
8175	SF3A2
268	AMH
126306	JSRP1
4946	OAZ1
51690	LSM7
56928	SPPL2B
360200	TMPRSS9
26517	TIMM13
84823	LMNB2
4616	GADD45B
2788	GNG7
148252	DIRAS1
29985	SLC39A3
6449	SGTA
7064	THOP1
115196	ZNF554
148254	ZNF555
80032	ZNF556
126295	ZNF57
58492	ZNF77
7089	TLE2
166	TLE5
2767	GNA11
56926	NCLN
4782	NFIC
284422	SMIM24
83475	DOHH
51343	FZR1
126321	MFSD12
100128569	C19orf71
10362	HMG20B
58509	CACTIN
23396	PIP5K1C
27134	TJP3
9546	APBA3
116541	MRPL54
1613	DAPK3
1938	EEF2
51588	PIAS4
51341	ZBTB7A
5605	MAP2K2
84699	CREB3L3
51548	SIRT6
170961	ANKRD24
10148	EBI3
55702	YJU2
56961	SHD
55620	STAP2
84954	MPND
6455	SH3GL1
10036	CHAF1A
80700	UBXN6
84717	HDGFL2
729359	PLIN4
440503	PLIN5
116844	LRG1
126282	TNFAIP8L1
56005	MYDGF
91039	DPP9
55527	FEM1A
148022	TICAM1
10226	PLIN3
29128	UHRF1
23030	KDM4B
5802	PTPRS
257000	TINCR
9667	SAFB2
6294	SAFB
25873	RPL36
125988	MICOS13
374875	HSD11B1L
9361	LONP1
163154	PRR22
56931	DUS3L
4902	NRTN
2528	FUT6
2525	FUT3
126328	NDUFA11
400673	VMAC
828	CAPS
8498	RANBP3
5990	RFX2
81616	ACSBG2
4298	MLLT1
8192	CLPP
84266	ALKBH7
5623	PSPN
2962	GTF2F1
8570	KHSRP
79085	SLC25A23
92359	CRB3
79958	DENND1C
8744	TNFSF9
970	CD70
718	C3
56927	GPR108
9322	TRIP10
10045	SH2D3A
79230	ZNF557
3643	INSR
23370	ARHGEF18
92960	PEX11G
374877	TEX45
140467	ZNF358
57192	MCOLN1
10908	PNPLA6
57662	CAMSAP3
56949	XAB2
100131801	PET100
126006	PCP2
6813	STXBP2
126003	TRAPPC5
115704	EVI5L
80164	PRR36
80131	LRRC8E
5609	MAP2K7
100507588	TGFBR3L
6618	SNAPC2
404217	CTXN1
10469	TIMM44
1994	ELAVL1
84467	FBN3
79603	CERS4
51293	CD320
4701	NDUFA7
6234	RPS28
256949	KANK3
51129	ANGPTL4
100507567	RAB11B-AS1
9230	RAB11B
51257	MARCHF2
4670	HNRNPM
84330	ZNF414
148156	ZNF558
94025	MUC16
57693	ZNF317
374879	ZNF699
84527	ZNF559
100529215	ZNF559-ZNF177
10781	ZNF266
79088	ZNF426
101928238	ZNF426-DT
7675	ZNF121
93134	ZNF561
54811	ZNF562
162993	ZNF846
100419831	LOC100419831
54850	FBXL12
59286	UBL5
5300	PIN1
388503	C3P1
55337	SHFL
56342	PPAN
5032	P2RY11
8666	EIF3G
1786	DNMT1
9294	S1PR2
51073	MRPL4
3383	ICAM1
3386	ICAM4
7087	ICAM5
100125288	ZGLP1
125950	RAVER1
3385	ICAM3
7297	TYK2
11140	CDC37
5141	PDE4A
9817	KEAP1
84971	ATG4D
65095	KRI1
1032	CDKN2D
10053	AP1M2
57153	SLC44A2
147727	ILF3-DT
3609	ILF3
81890	QTRT1
1785	DNM2
11018	TMED1
255809	C19orf38
10498	CARM1
78992	YIPF2
90580	TIMM29
6597	SMARCA4
3949	LDLR
147841	SPC24
25959	KANK2
57572	DOCK6
105372273	LOC105372273
9545	RAB3D
374882	TMEM205
126075	CCDC159
64748	PLPPR2
126074	SWSAP1
2057	EPOR
57139	RGL3
5589	PRKCSH
115950	ZNF653
51295	ECSIT
84337	ELOF1
199692	ZNF627
54	ACP5
55552	ZNF823
126068	ZNF441
126069	ZNF491
126070	ZNF440
90594	ZNF439
7620	ZNF69
90592	ZNF700
101928464	ZNF433-AS1
163059	ZNF433
284391	ZNF844
7568	ZNF20
7695	ZNF136
51710	ZNF44
147837	ZNF563
79973	ZNF442
90576	ZNF799
10224	ZNF443
163051	ZNF709
163050	ZNF564
57474	ZNF490
163049	ZNF791
284393	RPL10P16
4125	MAN2B1
84292	WDR83
1725	DHPS
84261	FBXW9
30000	TNPO2
79002	TRIR
439	GET3
29911	HOOK2
3726	JUNB
7001	PRDX2
83546	RTBDN
22983	MAST1
2639	GCDH
729389	RPS6P25
2193	FARSA
811	CALR
5886	RAD23A
90480	GADD45GIP1
4784	NFIX
4066	LYL1
55621	TRMT1
112939	NACC1
8677	STX10
9592	IER2
81576	YJU2B
84245	MRI1
28974	C19orf53
65249	ZSWIM4
79173	BRME1
54862	CC2D1A
90379	DCAF15
5989	RFX1
9466	IL27RA
342979	PALM3
113230	MISP3
90378	SAMD1
5566	PRKACA
55723	ASF1B
100507373	ADGRL1-AS1
22859	ADGRL1
976	ADGRE5
10212	DDX39A
5585	PKN1
5731	PTGER1
10755	GIPC1
3337	DNAJB1
9524	TECR
4713	NDUFB7
84449	ZNF333
85360	SYDE1
10994	ILVBL
4854	NOTCH3
23476	BRD4
10270	AKAP8
26993	AKAP8L
58525	WIZ
114770	PGLYRP2
4051	CYP4F3
66002	CYP4F12
652995	UCA1
8529	CYP4F2
57834	CYP4F11
7171	TPM4
4218	RAB8A
84941	HSH2D
26017	FAM32A
8907	AP1M1
58513	EPS15L1
84167	C19orf44
10523	CHERP
79939	SLC35E1
9441	MED26
79086	SMIM7
79041	TMEM38A
23309	SIN3B
27151	CPAMD8
93323	HAUS8
4650	MYO9B
55850	USE1
79629	OCEL1
2063	NR2F6
29086	BABAM1
126549	ANKLE1
79575	ABHD8
64981	MRPL34
79016	DDA1
57719	ANO8
84705	GTPBP3
684	BST2
105221694	BISPR
93343	MVB12A
376497	SLC27A1
100507551	PGLS-DT
25796	PGLS
79709	COLGALT1
