Var1	Var2	cor	p	padj
gspD	MYC	0.8246833297310848	9.639654922033389e-4	0.03886076191188441
yghG	MYC	0.8835415653012403	1.3832189945027878e-4	0.02089008950053541
espF	MYC	0.8724273106866737	2.139885310542428e-4	0.024079568121655206
cesD2	MYC	0.913977975573167	3.206226238069238e-5	0.014207686838387286
espB	MYC	0.8214362679353924	0.0010504933094635561	0.03990377880240105
cesT	MYC	0.8705302878331981	2.2961463678150166e-4	0.024469774529185254
rhtB	MYC	-0.8049601088305132	0.0015856774755420517	0.046235016918436664
glyY	MYC	0.810772923701855	0.0013773678215042483	0.0440617147367917
yjiA	MYC	0.8462242864536044	5.200065670069107e-4	0.03140082526747534
yjiY	MYC	0.8178100171423095	0.00115407259553957	0.041374298906884904
traT	MYC	0.8148314729600432	0.0012448875823643745	0.04262463078152813
E2348C_1013	ENSG00000279605	0.9124665695748149	3.488866849459982e-5	0.014489521202362271
valX	ENSG00000279605	0.8350447796783286	7.240860944734165e-4	0.03521298261879936
6S	ENSG00000279605	0.9601773263184625	7.376620633011085e-7	0.005534263333623861
EBG00001076575	ENSG00000279605	0.8878112434647019	1.1561473811013854e-4	0.019868317370994433
EBG00001076631	ENSG00000279605	0.993308938574728	1.0444227256336535e-10	1.5593544620528137e-5
glyV	ENSG00000279605	0.8875623628349464	1.1685221044042066e-4	0.01991843523890868
narH	FGD3	-0.8091582713743758	0.001432984015636093	0.044676387377854135
napH	FGD3	-0.8214490698239963	0.0010501408189796469	0.039898371100594285
napG	FGD3	-0.8395753117139846	6.350527945786753e-4	0.033426859647093236
napA	FGD3	-0.7959923803400386	0.001953489020540746	0.04972730068091514
arnC	FGD3	0.8263769880335633	9.210731932018257e-4	0.038098864717368106
espC	FGD3	-0.8749788262022206	1.94293976615984e-4	0.023403528512058295
alx	FGD3	-0.8713406715086988	2.2283414763715688e-4	0.024232391374954594
yhbC	FGD3	-0.8434240606187102	5.662942222058493e-4	0.032230745278235384
E2348C_3931	FGD3	-0.8015904005006679	0.0017170253013136837	0.04762344948208005
cesD2	FGD3	-0.7967518331803602	0.0019200281046054394	0.04944221388442668
cesT	FGD3	-0.8670990495854383	2.6012721899256017e-4	0.025458758129853216
soxS	FGD3	-0.896993671063086	7.665048926519084e-5	0.01739232218656655
thrC	NR4A3	-0.7999761717615949	0.001782825132188001	0.048247442579493406
yaaA	NR4A3	0.8709550396404668	2.260409642534851e-4	0.024323266263377573
surA	NR4A3	-0.8143586578080989	0.001259794816390102	0.042761025919550374
guaC	NR4A3	0.8755189570810422	1.9031275569130927e-4	0.023256576416912336
crl	NR4A3	0.8152773324851517	0.0012309549190970554	0.042464450120220626
E2348C_0246	NR4A3	-0.813276892088593	0.0012944179745289681	0.04310786466104641
ecpC	NR4A3	-0.9013293971703045	6.228697970922745e-5	0.016534231460792435
ecpR	NR4A3	-0.8714311548882017	2.2208687847025382e-4	0.024229621641391526
frmA	NR4A3	0.818341282512896	0.0011384258291457588	0.04112518547518733
iraP	NR4A3	-0.8545923138555257	3.9895761010451283e-4	0.02891532430166703
rdgC	NR4A3	0.8185714314777889	0.0011316984549686695	0.04108576199528967
tsx	NR4A3	0.8426445968940129	5.797296993533917e-4	0.032502960308884506
ybaA	NR4A3	0.8836351143924923	1.3778970519870808e-4	0.020843380299171946
maa	NR4A3	0.8317376958464588	7.949497040081176e-4	0.03613950798572303
gsk	NR4A3	0.811319747576946	0.001358913889903129	0.043832097705720385
ompT	NR4A3	0.8619073654641737	3.122030327704077e-4	0.026741516101128706
entF	NR4A3	-0.8294376643446865	8.473105864298591e-4	0.03688759658426513
fepG	NR4A3	-0.840560324710952	6.168713786548214e-4	0.033267382137367095
entC	NR4A3	-0.8734281906495523	2.0608573738306994e-4	0.02380597202979071
entE	NR4A3	-0.8482983816183852	4.8765688017354353e-4	0.030719112651813856
cspE	NR4A3	-0.8484973815000626	4.8463723004965874e-4	0.030660081507671272
ybeX	NR4A3	0.8481464517673258	4.899720952136826e-4	0.03075002258582953
nagB	NR4A3	0.8329955098641615	7.673935873214215e-4	0.03577089127937877
sdhC	NR4A3	0.8019646928853966	0.001702037835637142	0.047490068206715044
E2348C_0615	NR4A3	0.8360045035274781	7.044661940058271e-4	0.03483149237127297
pal	NR4A3	0.8496541225004234	4.673708349663427e-4	0.030407900104081564
lysQ_2	NR4A3	0.7955298904996554	0.0019740835272337716	0.04992374466162469
E2348C_0683	NR4A3	0.9407515744789313	5.203059825234547e-6	0.008215536241077624
E2348C_0684	NR4A3	0.9428132985914635	4.373972547987416e-6	0.007682908509790179
E2348C_0718	NR4A3	0.9293921529582317	1.2266186170396688e-5	0.010977742717924602
E2348C_0719	NR4A3	0.9217366333269879	2.025512899683007e-5	0.012809040690348033
E2348C_0720	NR4A3	0.8488828796744801	4.7882892338764043e-4	0.03051893052232439
E2348C_0721	NR4A3	0.805749732455753	0.0015560464011761704	0.045958930926766714
E2348C_0722	NR4A3	0.8973721278550745	7.530209272597216e-5	0.017323310246942714
yliF	NR4A3	0.8492293331877385	4.736551308878887e-4	0.030442588035710053
rarA	NR4A3	-0.8501681120811051	4.598536634440444e-4	0.030255887658298036
pyrD	NR4A3	0.8248973176517889	9.584628114992055e-4	0.03877637912166817
E2348C_1041	NR4A3	0.8366058896677941	6.923831799628879e-4	0.034567759878949694
E2348C_1081	NR4A3	0.8099862901608634	0.0014042518621913496	0.04437658756469505
rluC	NR4A3	0.8283921802137107	8.719736331489166e-4	0.037281866938726434
ycgX	NR4A3	0.8062374834350626	0.0015379568112723187	0.04570038129035546
ycgE	NR4A3	0.8001142910082214	0.0017771206583173608	0.048205062023029085
chaA	NR4A3	0.8685637420400241	2.467386951744263e-4	0.025021851190619736
chaC	NR4A3	-0.8594543249397554	3.394670866069874e-4	0.027505867034757905
E2348C_1390	NR4A3	0.8167853065171065	0.001184719568470181	0.04185074783657954
E2348C_1441	NR4A3	0.9272606660215044	1.4180950564065632e-5	0.011350108067982513
ycjZ	NR4A3	0.8168530296912132	0.0011826749850642373	0.0418136347214982
pptA	NR4A3	-0.8431788087273263	5.704952822626809e-4	0.032294336443045815
ydfH	NR4A3	0.9465087424839795	3.1517165067546676e-6	0.0073055043088340625
mdtI	NR4A3	0.8271042923169717	9.031128758070232e-4	0.037790768412728694
mdtJ	NR4A3	0.8673073742051683	2.58189199035372e-4	0.02538585576791448
gloA	NR4A3	0.8241645680364823	9.774065694642517e-4	0.039039908920991344
ydiJ	NR4A3	-0.8732743235533299	2.0728558751646447e-4	0.02381653428424746
gdhA	NR4A3	-0.8341769113517843	7.421896111945779e-4	0.035487953729442454
cspC	NR4A3	-0.8135988948511391	0.001284036353976885	0.04306893685231956
ptrB	NR4A3	-0.8141470599754946	0.0012665105246858193	0.042859445006566924
yebF	NR4A3	0.8352757635211571	7.19325884929901e-4	0.03513137170720532
yedJ	NR4A3	0.8138011807777077	0.0012775473303264862	0.04302281471968769
shiA	NR4A3	-0.848534115955647	4.8408140673376947e-4	0.030650893244093293
E2348C_2119	NR4A3	0.8524597658473668	4.274725510913042e-4	0.02958000909376958
galE	NR4A3	-0.8624907585190158	3.059774774940639e-4	0.026684035214852977
yejG	NR4A3	0.8322976221383434	7.825900467598967e-4	0.03598734946411308
glpQ	NR4A3	-0.8635906923328585	2.945029805353021e-4	0.02640611290661613
yfcE	NR4A3	0.836187385625989	7.007746141160867e-4	0.03472220978541195
E2348C_2486	NR4A3	0.8613843760025932	3.1786741842574105e-4	0.026896006072389324
alaX	NR4A3	0.86897510027176	2.4307697143692372e-4	0.024844505058584612
cysK	NR4A3	0.8452239214295433	5.361920508851801e-4	0.031655291141698225
cysA	NR4A3	0.8975192314685737	7.478303273045717e-5	0.017323310246942714
hda	NR4A3	0.8227297804506802	0.0010153354830761568	0.03944775997571451
yfgH	NR4A3	0.8166251984129811	0.0011895641022611197	0.04187938348237212
E2348C_2741	NR4A3	-0.836495506446491	6.945888863011478e-4	0.03461422045775042
raiA	NR4A3	-0.861376460163949	3.1795376327178394e-4	0.026896006072389324
E2348C_2912	NR4A3	0.8861414386062472	1.2411729546319786e-4	0.020274709589214256
E2348C_2916	NR4A3	0.9763917211063232	5.5514535587460566e-8	0.0013814144511357707
E2348C_2917	NR4A3	0.8557011252830538	3.847279403891308e-4	0.02865362790867178
E2348C_2918	NR4A3	0.8571774581871081	3.663976803923699e-4	0.028300192899959654
nrdH	NR4A3	-0.8673992193627785	2.57338357375884e-4	0.025372122018329096
yqaB	NR4A3	0.8603985480243461	3.2876198191970744e-4	0.02714886625362726
argQ	NR4A3	0.8290868367334204	8.555257676144553e-4	0.03701320303742133
hypF	NR4A3	-0.8233249332336425	9.994672639644362e-4	0.039303344378714467
hydN	NR4A3	-0.8012598327505079	0.0017303458961111491	0.04773619430728708
hycE	NR4A3	-0.8004224875764819	0.0017644422424292969	0.04810072560435124
hycD	NR4A3	-0.8301651684931655	8.30469167473251e-4	0.03657800497644061
hycA	NR4A3	-0.8113660432729913	0.001357360299395821	0.04381926038894038
cysD	NR4A3	0.9150699506804956	3.0134891249572695e-5	0.013942050763492517
cysJ	NR4A3	0.8412589223124298	6.042229539895288e-4	0.03303874737209252
ygcF	NR4A3	0.9110746199111391	3.7661785150864996e-5	0.014836457805750913
E2348C_3230	NR4A3	0.8885726442716116	1.1189254088107066e-4	0.019642436250636674
E2348C_3231	NR4A3	0.9505923392701825	2.13363096748969e-6	0.006676948417810999
E2348C_3239	NR4A3	-0.8321445145193388	7.859548425713487e-4	0.03598734946411308
gspD	NR4A3	0.9413040460265121	4.969636591983282e-6	0.00807604366994765
yghJ	NR4A3	0.8777825589411298	1.7431566443085251e-4	0.022544835366181303
ribB	NR4A3	0.797935725192787	0.0018687440539020298	0.04902637383232029
secG	NR4A3	0.8709338344279353	2.2621833977993133e-4	0.024323266263377573
degQ	NR4A3	0.8598076781361805	3.3542967868698713e-4	0.027345611074917817
mdh	NR4A3	0.8200501952138222	0.001089200653183889	0.04047080747066623
yhdN	NR4A3	-0.8337803228719055	7.505779276896175e-4	0.03559832793451174
rpsG	NR4A3	0.8584393847127106	3.5127434523364945e-4	0.027860880800425536
rpoH	NR4A3	0.8185311342287929	0.0011328741476360285	0.04109121211410311
chuT	NR4A3	-0.7984397600462564	0.0018472314781971637	0.0487586412803274
E2348C_3851	NR4A3	0.8108878100613252	0.0013734748083423553	0.04400985284042035
yicR	NR4A3	0.8379015917572673	6.668951079525978e-4	0.03412396396996391
espF	NR4A3	0.8726552415458442	2.121683770075817e-4	0.024034001725843145
espB	NR4A3	0.8519109268777496	4.350610458093091e-4	0.0296784752266032
eaeA	NR4A3	0.8975194601480996	7.478222801883641e-5	0.017323310246942714
espG	NR4A3	0.8234089327646916	9.972431255018722e-4	0.039303344378714467
E2348C_3971	NR4A3	0.9047077436777767	5.2636263879773036e-5	0.01617144950321999
aslB	NR4A3	0.8361531027542761	7.01465491063253e-4	0.034742379237756464
rhtB	NR4A3	-0.8513649959149906	4.427127137336501e-4	0.029919112148896452
fdoG	NR4A3	0.8917593413447907	9.731972355523743e-5	0.018925597868749717
sbp	NR4A3	0.8361917865163702	7.006859644209968e-4	0.03472220978541195
psiE	NR4A3	-0.7994955079504155	0.0018027865277401886	0.04841256652696926
sugE	NR4A3	0.8304901730654132	8.230295581460904e-4	0.03649562878523485
glyY	NR4A3	0.8144879633429122	0.0012557044149220037	0.042712712570218386
yjiA	NR4A3	0.9508591331526969	2.07758455432361e-6	0.006676948417810999
E2348_P1_034	NR4A3	-0.8470196303999501	5.074107922875607e-4	0.031131273277546608
E2348_P1_040	NR4A3	0.8479458380823177	4.930422450596674e-4	0.030797182923355253
traT	NR4A3	0.9292240012362308	1.2409368203235509e-5	0.010977742717924602
yadS	TNFSF15	0.8077534885588109	0.0014827606183582462	0.0452490782148485
crl	TNFSF15	0.8607508321724042	3.2483598719374644e-4	0.027056617794135526
betI	TNFSF15	0.829905871658844	8.36441843239153e-4	0.036717390519748414
cyoA	TNFSF15	0.8101975681903385	0.001396991950562513	0.04429286243254085
ybeX	TNFSF15	0.8620022836693689	3.1118347538317394e-4	0.026741516101128706
nagB	TNFSF15	0.8987868435010581	7.042557603727279e-5	0.01696345988206312
ybgL	TNFSF15	-0.8062105285319264	0.0015389522732956469	0.04570371199336563
sdhC	TNFSF15	0.9277243981340834	1.3745561484606717e-5	0.011297740469409918
pal	TNFSF15	0.799252611588325	0.0018129386299967536	0.04850986891777288
ybhQ	TNFSF15	0.8367609284087699	6.89294311577347e-4	0.034476954305337565
bssR	TNFSF15	-0.799044882965486	0.0018216555599140595	0.04858168408958941
phoH	TNFSF15	0.8614821923814627	3.168019567105416e-4	0.02685647097129622
yceA	TNFSF15	0.8985223595621357	7.131785604811904e-5	0.017077738350524965
rsxC	TNFSF15	0.9122041033586686	3.539885643467625e-5	0.014539767567986093
yecH	TNFSF15	-0.7957866735947271	0.001962628656580746	0.049799015347796106
yehT	TNFSF15	0.8592473084032873	3.418499558701675e-4	0.027554634479840006
yejG	TNFSF15	0.8056545048608914	0.0015595971514400214	0.045986339593135334
proV	TNFSF15	0.8857633032452628	1.2610896744589975e-4	0.020388657523971745
cysD	TNFSF15	0.8087710369276754	0.001446574985791127	0.04482919405722598
ribB	TNFSF15	0.8116728108150312	0.0013471002661228	0.043660160205554056
bax	TNFSF15	0.8464037143753074	5.171440352100567e-4	0.031320151792750495
polA	TNFSF15	0.8714075340510152	2.222817654727961e-4	0.024232391374954594
fdoG	TNFSF15	0.8253197021089204	9.476723768223602e-4	0.038578219862961144
cpxP	TNFSF15	0.8202831384431819	0.0010826198886644048	0.040408843857169106
cytR	TNFSF15	0.8342006127790358	7.41690603725103e-4	0.035487953729442454
zur	TNFSF15	0.8880700882031962	1.1433863308077407e-4	0.01980406140934897
ykgO	LHX6	0.8861786179375128	1.2392280628444014e-4	0.020274709589214256
ykgM	LHX6	0.8589625509820019	3.451489014443768e-4	0.0276309739583645
ycgK	LHX6	0.8962140791980848	7.948776832707422e-5	0.017555861352865625
narH	LHX6	0.874818369380701	1.9548911697291058e-4	0.023477624510093817
yodA	LHX6	0.8624242302175839	3.066824955943863e-4	0.026684852648350806
napH	LHX6	0.925970956969099	1.5449312349910196e-5	0.011620295626088876
napG	LHX6	0.8978515804551916	7.362066344964729e-5	0.01731009329404682
napA	LHX6	0.8449200361782909	5.411853089219454e-4	0.031786227450028806
E2348C_2637	LHX6	0.8917955770477334	9.71630526383475e-5	0.018925554986222125
E2348C_1013	WDR38	0.8871780240657636	1.1878354999681592e-4	0.020016636981009715
yebG	WDR38	0.8067206562892738	0.0015201966215515124	0.04561292527883952
cysT	WDR38	0.81745985764487	0.0011644756362139532	0.0415286530308496
valX	WDR38	0.8201029529673293	0.0010877075274522573	0.04047080747066623
6S	WDR38	0.9389855624160152	6.007996312183991e-6	0.00853087240873888
EBG00001076575	WDR38	0.9044191458013322	5.341150399869748e-5	0.01617144950321999
EBG00001076631	WDR38	0.9816890815613097	1.572175067038696e-8	6.260770285150284e-4
glyV	WDR38	0.8667540175748406	2.6336193349054895e-4	0.025610166203377957
folA	SLC25A25	0.8839343323803684	1.3609822291266025e-4	0.02078149477970499
E2348C_0154	SLC25A25	0.9043199828818022	5.367993925564364e-5	0.01617144950321999
crl	SLC25A25	0.8736155562448563	2.0463199453258239e-4	0.023733484224964168
E2348C_0257	SLC25A25	0.8495616145278464	4.6873384460650294e-4	0.030408922538248666
betI	SLC25A25	0.9368836862875615	7.0911490814612105e-6	0.009287103783415816
maa	SLC25A25	0.820626911458243	0.0010729641434493824	0.04027574242851619
entC	SLC25A25	-0.8089056458118821	0.0014418393688297806	0.04475487386369911
glnU	SLC25A25	0.8438276140454816	5.594337519551789e-4	0.03208714851037668
pal	SLC25A25	0.8313688417983082	8.031737304919679e-4	0.03621206325944203
lysW	SLC25A25	0.8582308520441411	3.537393627600963e-4	0.02795149408741501
lysQ_1	SLC25A25	0.8515116914029995	4.406464704516937e-4	0.029846073366303443
lysQ_2	SLC25A25	0.8061373319013344	0.0015416579676358168	0.045732994147015774
E2348C_0684	SLC25A25	0.83554926725682	7.137207471214252e-4	0.03502345952822745
E2348C_0718	SLC25A25	0.8797866756421386	1.6104746738242334e-4	0.02194876314249014
yliF	SLC25A25	0.8862637329395793	1.234784584825021e-4	0.020274709589214256
E2348C_1013	SLC25A25	0.8282323244465666	8.757929679284887e-4	0.03736609329087472
potD	SLC25A25	0.8626622688194866	3.041657561399452e-4	0.02664943261877874
chaC	SLC25A25	-0.8111602168027505	0.0013642778951623823	0.04387085775251712
E2348C_1444	SLC25A25	0.8001469143670015	0.0017757753230333328	0.048205062023029085
cysB	SLC25A25	0.797669251826033	0.0018801945893644437	0.0491232941298868
ydiP	SLC25A25	-0.8733255059195514	2.0688586569724902e-4	0.023811877294885157
E2348C_1829	SLC25A25	0.8019518105861472	0.0017025519975159837	0.04749066341569893
rrmA	SLC25A25	0.819101466520463	0.0011163217088085463	0.04088747766451093
glyW	SLC25A25	0.8781003224487188	1.721568914761797e-4	0.02252935076004016
galE	SLC25A25	-0.8746025056022981	1.971059949720049e-4	0.023517995615046652
yehT	SLC25A25	0.9108278908796973	3.817091896679273e-5	0.014881397210496096
glpQ	SLC25A25	-0.8362670100346703	6.991720344551908e-4	0.034716976726967656
yfcD	SLC25A25	0.8434135960728114	5.664729842045691e-4	0.032230745278235384
E2348C_2486	SLC25A25	0.9330469455847971	9.462655389479415e-6	0.0101276189076376
valX	SLC25A25	0.831038478890629	8.105952218897274e-4	0.036360011540874856
cysP	SLC25A25	0.8984850325940911	7.14444957914191e-5	0.017078536237157254
E2348C_2916	SLC25A25	0.8272870265351115	8.986431646895196e-4	0.03770808284869738
E2348C_2918	SLC25A25	0.8266924461074511	9.13249626770856e-4	0.03797910575531848
argQ	SLC25A25	0.846431187331872	5.167068222165412e-4	0.031320151792750495
nlpD	SLC25A25	-0.8172610711430666	0.0011704135125287219	0.04161282379452979
cysD	SLC25A25	0.9057067829654808	5.0020652063776095e-5	0.016009074844754476
cysJ	SLC25A25	0.8473202645025983	5.027118300499373e-4	0.03102006007486905
ygcF	SLC25A25	0.8036467411869309	0.0016359192716894268	0.046710203675855134
yqeG	SLC25A25	0.8287856407914449	8.626277001001773e-4	0.037105417317216005
trmI	SLC25A25	0.8781295740284693	1.719592216494285e-4	0.02252935076004016
E2348C_3231	SLC25A25	0.8032903575342423	0.001649760715859321	0.046879597480320376
gspC	SLC25A25	0.8023725602225483	0.0016858203866829307	0.04726438432259907
glpR	SLC25A25	0.8399351147890859	6.283640885236262e-4	0.03339822171134231
bax	SLC25A25	0.8344414648264203	7.366344284665113e-4	0.035424784964449514
yicR	SLC25A25	0.8305626373865617	8.2137783596735e-4	0.03649335339698199
espG	SLC25A25	0.8467131009755706	5.122369074964548e-4	0.031241220179715357
E2348C_3971	SLC25A25	0.8836026175867213	1.3797439535037604e-4	0.020850193470644936
E2348C_3972	SLC25A25	0.836370277175241	6.970978286870449e-4	0.03468351751951588
sbp	SLC25A25	0.8654205711927091	2.7615894691071594e-4	0.025988414001165267
psiE	SLC25A25	-0.7988307397291261	0.0018306752443967025	0.04860690849215135
yjcO	SLC25A25	0.8243737286160964	9.719699571868704e-4	0.03893274228281931
eptA	SLC25A25	0.8809213119665684	1.5389386406602264e-4	0.021650840596409347
groL	SLC25A25	0.8640147489708356	2.9016987116945207e-4	0.02624060101466548
glyY	SLC25A25	0.8071489050676167	0.0015045873162943429	0.045450561473888575
creB	SLC25A25	0.8047119917080593	0.0015950770241338363	0.04631090708055153
bfpU	SLC25A25	-0.8661402558772342	2.691934255744252e-4	0.025800470479123292
E2348_P1_077	SLC25A25	0.8465159623659214	5.153594935621811e-4	0.03127198474591113
guaC	IER5L	0.8627962335907781	3.0275645985410114e-4	0.026623548863861785
E2348C_0257	IER5L	0.7973794502766194	0.0018927084678168088	0.049191968469462534
yahA	IER5L	0.8558831309949299	3.824304216503869e-4	0.02862055601186352
rdgC	IER5L	0.9141711614895459	3.171440652911651e-5	0.014198928715936945
cof	IER5L	-0.8120201397180523	0.0013355557145643955	0.04357559993755056
ompT	IER5L	0.8690878653057962	2.4208062750295003e-4	0.0248212707343002
ybeF	IER5L	0.8681220226566979	2.5071841719071506e-4	0.025131260048221103
glnU	IER5L	0.800567833586667	0.0017584871932197139	0.04805977947703007
E2348C_0615	IER5L	0.8773586870642565	1.7722815838574485e-4	0.022633415625164594
yliE	IER5L	0.8960436388747767	8.011890648199797e-5	0.017619636021767086
rarA	IER5L	-0.8431130172086629	5.716263607769064e-4	0.03230949481093108
chaC	IER5L	-0.7968326793788022	0.0019164921010272572	0.049407215681652836
E2348C_1390	IER5L	0.8200609715090297	0.0010888955391575262	0.04047080747066623
E2348C_1829	IER5L	0.8190196281335671	0.001118685338222576	0.04094706473465194
rnd	IER5L	-0.8130844311268227	0.0013006538156019746	0.043172858299426776
yebN	IER5L	0.9194310386699461	2.3327087650601687e-5	0.01329785922116917
znuC	IER5L	0.8260699569491365	9.287373359182397e-4	0.038226100142257524
E2348C_2111	IER5L	0.9154526157615476	2.948151554290218e-5	0.013942050763492517
E2348C_2119	IER5L	0.8776405718261251	1.75287083959926e-4	0.02255138948424716
napF	IER5L	0.881447426557035	1.5066236343448216e-4	0.02151947424053811
yfcD	IER5L	0.8972108660496225	7.587435405746809e-5	0.017330224134533292
yfcE	IER5L	0.8758164346293511	1.8814746938191382e-4	0.023139401870559823
E2348C_2486	IER5L	0.8209723557343991	0.0010633284407748007	0.040100562311947474
cysA	IER5L	0.8061526356035267	0.001541091968586548	0.045732994147015774
stpA	IER5L	0.8193256230931104	0.0011098673873577466	0.04083416944305545
nrdF	IER5L	-0.8275703620006305	8.917465165904312e-4	0.03763164039176863
argQ	IER5L	0.8359432342334788	7.057063080659033e-4	0.03484389391629974
E2348C_3239	IER5L	-0.8090437735486224	0.0014369923465339903	0.044714567555147466
yghG	IER5L	0.8557924396797879	3.835739111624283e-4	0.028634367829142016
E2348C_3321	IER5L	-0.8944368020651274	8.626432446810362e-5	0.018115427443708105
espB	IER5L	0.8192604187456235	0.0011117418961226414	0.04084003218805706
E2348C_3971	IER5L	0.8136728849890593	0.0012816599297499464	0.043054488129476036
glyX	IER5L	0.822973373137648	0.001008817405344515	0.03940369840157582
glyY	IER5L	0.8744602835825129	1.9817696869021753e-4	0.0236007926534808
pyrI	IER5L	0.8413504668956767	6.025805036332154e-4	0.03299122733184817
pyrB	IER5L	0.868159554672907	0.00025037833585277657	0.025127151969784843
uxuR	IER5L	0.8057303502475368	0.0015567686019041754	0.04596207683806587
yjiY	IER5L	0.8799295019058235	1.6013295977443883e-4	0.021925481676364423
creB	IER5L	0.9068910595552337	4.7053592099097337e-5	0.01588572219241779
traT	IER5L	0.8163932877697344	0.0011966082545823533	0.0420098152818546
crl	NOTCH1	-0.8368923253466107	6.866848207905261e-4	0.034416069737116486
ecpB	NOTCH1	0.856334507297925	3.7677856040984676e-4	0.028467029631662467
ybdB	NOTCH1	0.8361005434495931	7.025257023063718e-4	0.03477050956920598
ybhG	NOTCH1	0.891068263580589	1.003457986313169e-4	0.019150454543064337
dps	NOTCH1	0.873743703915993	2.036423336992565e-4	0.02369845411141694
ybjM	NOTCH1	0.8068009575942332	0.001517260278992937	0.045584049074108283
pflB	NOTCH1	0.9027483346214965	5.807781401746819e-5	0.016362882454672528
ycbB	NOTCH1	0.8649339720728056	2.8094753086930043e-4	0.026134772088086705
agp	NOTCH1	0.8144137119182173	0.0012580520047309385	0.04274227749740433
ymdF	NOTCH1	0.8290502992882791	8.563848729934182e-4	0.03701819070426645
E2348C_1110	NOTCH1	0.8075690770730675	0.0014893923017156273	0.04533040870018981
dhaL	NOTCH1	0.8260066374844404	9.303240254895037e-4	0.03824430093100192
ldhA	NOTCH1	0.8181459662276567	0.0011441591485312336	0.04122349390646563
cybB	NOTCH1	-0.8028884524103925	0.0016654777343132268	0.04704584659278549
ydcH	NOTCH1	0.8599465696451205	3.338529766288612e-4	0.027296479149996555
sra	NOTCH1	0.8448700215288797	5.420105623599888e-4	0.03181418814803959
tppB	NOTCH1	0.8010806498383969	0.0017375993005727425	0.04782097481537551
pdxH	NOTCH1	0.8279844424396242	8.817409886794585e-4	0.037434179261518354
ynjB	NOTCH1	0.8625172682983354	3.0569689817389815e-4	0.026684035214852977
ynjC	NOTCH1	0.8073581146923519	0.0014970066976108197	0.04536543374127523
ynjE	NOTCH1	0.8522505067659973	4.3035363318599394e-4	0.0295957906761832
manX	NOTCH1	0.8225277107856488	0.0010207670824367617	0.039468287056381716
manY	NOTCH1	0.8945608953571651	8.577695835920879e-5	0.01808864013263411
dld	NOTCH1	0.853222619361047	4.170962109591029e-4	0.02939116973796433
yohJ	NOTCH1	0.8227217291844343	0.0010155514725929886	0.03944775997571451
folE	NOTCH1	0.8801588545522642	1.5867292721282586e-4	0.021872078777892868
nuoL	NOTCH1	0.8706318103841343	2.2875649146601227e-4	0.02440245990695121
nuoJ	NOTCH1	0.8551560150535903	3.9167329211722347e-4	0.028750244608150354
nuoI	NOTCH1	0.8040524684811232	0.0016202700215846237	0.04652907371882547
pta	NOTCH1	0.8652776306096394	2.77558965658999e-4	0.026046754399613785
purC	NOTCH1	0.8128422228580149	0.0013085343010069228	0.04326731576290143
yfiD	NOTCH1	0.9181466884013993	2.519090542939348e-5	0.013490084531463428
trmI	NOTCH1	-0.8285673543845661	8.67803087378727e-4	0.03720116295200447
glgS	NOTCH1	0.8973888251484168	7.524303396233164e-5	0.017323310246942714
yhaL	NOTCH1	-0.801201536083024	0.001732703218834882	0.04775394955730443
yhaM	NOTCH1	0.8185528611323544	0.0011322401374061052	0.04108576199528967
pnp	NOTCH1	0.869009262431073	2.427747921374689e-4	0.024839998394695213
gltD	NOTCH1	0.8591992170033672	3.4240537110086206e-4	0.027562912314123698
feoB	NOTCH1	0.8355492974100249	7.137201310354087e-4	0.03502345952822745
livM	NOTCH1	0.8566735101262738	3.7257664296575465e-4	0.02842772095824388
yieF	NOTCH1	0.8550517906987046	3.9301225826247503e-4	0.028786903488313104
polA	NOTCH1	-0.8005490939078737	0.0017592541203136976	0.04805977947703007
yiiS	NOTCH1	0.8618993475133706	3.1228927599840587e-4	0.026741516101128706
uspD	NOTCH1	0.8305567561133864	8.215117957400048e-4	0.03649335339698199
zur	NOTCH1	-0.8184945992024081	0.0011339408884008658	0.04109247974184256
E2348C_4406	NOTCH1	0.8355792000982765	7.131093659937406e-4	0.03502345952822745
yjiN	NOTCH1	0.842360107667054	5.846944272707757e-4	0.032612800804983744
yjjZ	NOTCH1	0.8207078123371648	0.0010707015129659023	0.0402322494747516
guaC	NRARP	0.8067906915424625	0.0015176354302269745	0.045584049074108283
yahA	NRARP	0.8663203605456024	2.674718831354953e-4	0.025755791401340766
E2348C_0686	NRARP	0.8065658195485247	0.0015258707839980836	0.04562552820744346
yccJ	NRARP	0.8350420690059676	7.241421013721297e-4	0.03521298261879936
narH	NRARP	0.8766244525730382	1.823630416711894e-4	0.0229282940721125
ydjF	NRARP	0.8552193341993166	3.908615666438456e-4	0.028745219003892812
znuC	NRARP	0.8909733416162083	1.0076713319514955e-4	0.019150454543064337
yegP	NRARP	0.8111755862509973	0.001363760411085531	0.0438680428000222
napH	NRARP	0.7987161596494662	0.0018355153713935431	0.04865088192540617
napG	NRARP	0.8064442593437083	0.0015303368734107601	0.04565301175014132
napA	NRARP	0.9093017189914461	4.14418394209697e-5	0.015315324136309505
napF	NRARP	0.8218038276433607	0.001040409037865404	0.039736011428381554
E2348C_2637	NRARP	0.8046281519413422	0.0015982628138092017	0.04634104642974209
espC	NRARP	0.862673927597954	3.040429044093603e-4	0.02664943261877874
cesD2	NRARP	0.8759731878092982	1.8701425802728844e-4	0.023137571565561274
