length	gc
ENSG00000156384	1812	0.385761589403974
ENSG00000148834	1691	0.525133057362507
ENSG00000065621	9926	0.481765061454765
ENSG00000108039	6691	0.438947840382603
ENSG00000203876	9085	0.440396257567419
ENSG00000148700	6539	0.39623795687414
ENSG00000119950	5907	0.475537497883867
ENSG00000119953	5404	0.397853441894893
ENSG00000273143	3430	0.401166180758017
ENSG00000138166	2535	0.553057199211045
ENSG00000108055	5683	0.379201126165758
ENSG00000203867	8222	0.507297494526879
ENSG00000203497	778	0.65681233933162
ENSG00000150593	4547	0.382449967011216
ENSG00000214413	8442	0.394219379294006
ENSG00000108061	4382	0.379735280693747
ENSG00000119927	9809	0.45162605770211
ENSG00000119913	3935	0.426683608640407
ENSG00000197142	4236	0.457271010387158
ENSG00000023041	3748	0.409551760939168
ENSG00000151532	8408	0.438867745004757
ENSG00000260917	4237	0.495397687042719
ENSG00000279315	1286	0.474339035769829
ENSG00000148737	6739	0.468318741653064
ENSG00000233547	460	0.623913043478261
ENSG00000227560	390	0.471794871794872
ENSG00000148702	3630	0.512947658402204
ENSG00000165806	3612	0.473145071982281
ENSG00000148735	5594	0.449052556310332
ENSG00000198924	4582	0.400916630292449
ENSG00000196865	11223	0.367192372805845
ENSG00000043591	3039	0.587693320171109
ENSG00000165813	9003	0.375874708430523
ENSG00000099204	10231	0.42566709021601
ENSG00000228169	492	0.477642276422764
ENSG00000151553	6216	0.39494851994852
ENSG00000165832	3599	0.352597943873298
ENSG00000266200	1574	0.489834815756036
ENSG00000165868	21113	0.462321792260692
ENSG00000187164	8252	0.440741638390693
ENSG00000277879	1553	0.4243399871217
ENSG00000165650	9854	0.423990257763345
ENSG00000107560	6507	0.374212386660519
ENSG00000165669	15023	0.388670704919124
ENSG00000151893	12406	0.403030791552475
ENSG00000277687	1175	0.342127659574468
ENSG00000188613	4017	0.509086382872791
ENSG00000107581	7101	0.457682016617378
ENSG00000207468	128	0.328125
ENSG00000119979	6291	0.462406612621205
ENSG00000183605	1915	0.523759791122715
ENSG00000165672	3379	0.485054749926014
ENSG00000198873	7021	0.540236433556473
ENSG00000228485	400	0.39
ENSG00000242853	290	0.558620689655172
ENSG00000265719	72	0.597222222222222
ENSG00000148908	1274	0.521193092621664
ENSG00000151923	7355	0.423657375934738
ENSG00000151929	2737	0.565217391304348
ENSG00000198825	7479	0.446316352453537
ENSG00000197771	5994	0.437103770437104
ENSG00000107651	7847	0.413533834586466
ENSG00000220842	483	0.432712215320911
ENSG00000120008	10707	0.421313159615205
ENSG00000066468	7580	0.497361477572559
ENSG00000107669	5720	0.451923076923077
ENSG00000226864	1172	0.499146757679181
ENSG00000107672	3543	0.446514253457522
ENSG00000138162	18855	0.541447891805887
ENSG00000285715	817	0.455324357405141
ENSG00000138152	2413	0.495234148363034
ENSG00000107679	23986	0.383765529892437
ENSG00000166033	2250	0.578666666666667
ENSG00000213185	1177	0.451146983857264
ENSG00000255624	2135	0.404215456674473
ENSG00000119965	3083	0.461239052870581
ENSG00000179988	6118	0.448839490029421
ENSG00000095574	4928	0.405032467532468
ENSG00000196177	6234	0.391562399743343
ENSG00000154473	8175	0.408929663608563
ENSG00000065154	3388	0.484651711924439
ENSG00000229544	3211	0.612893179694799
ENSG00000107902	4075	0.590429447852761
ENSG00000258539	3422	0.493863237872589
ENSG00000189319	6533	0.544313485381907
ENSG00000278831	727	0.557083906464924
ENSG00000203791	5819	0.440281835366902
ENSG00000165660	2955	0.402030456852792
ENSG00000019995	5993	0.393625896879693
ENSG00000175029	11056	0.518270622286541
ENSG00000107938	7741	0.419454850794471
ENSG00000188690	9505	0.454182009468701
ENSG00000107949	4496	0.396129893238434
ENSG00000089876	3925	0.454777070063694
ENSG00000150760	8142	0.468189633996561
ENSG00000180745	1146	0.424956369982548
ENSG00000132334	11235	0.493190921228304
ENSG00000227076	371	0.536388140161725
ENSG00000148773	12845	0.441339042428961
ENSG00000170430	6527	0.535927685000766
ENSG00000283141	1005	0.546268656716418
ENSG00000108001	5450	0.566788990825688
ENSG00000108010	5189	0.444016188090191
ENSG00000175470	7392	0.518398268398268
ENSG00000176171	5325	0.505727699530516
ENSG00000273521	1098	0.449908925318761
ENSG00000279982	3109	0.526214216789965
ENSG00000188385	14669	0.568409571204581
ENSG00000165752	3553	0.536448072051787
ENSG00000148814	11500	0.511478260869565
ENSG00000171813	2647	0.669814884775217
ENSG00000231705	297	0.575757575757576
ENSG00000068383	3739	0.539181599358117
ENSG00000171798	8213	0.63691708267381
ENSG00000151651	4763	0.619147596052908
ENSG00000130640	7697	0.542678965830843
ENSG00000235245	626	0.560702875399361
ENSG00000198546	2289	0.569244211446046
ENSG00000130643	3010	0.674418604651163
ENSG00000230306	264	0.564393939393939
ENSG00000226699	184	0.41304347826087
ENSG00000148803	1270	0.678740157480315
ENSG00000127884	1277	0.628034455755677
ENSG00000148832	2250	0.627555555555556
ENSG00000254536	2881	0.588684484553974
ENSG00000148824	5308	0.602486812358704
ENSG00000214279	8015	0.577043044291953
ENSG00000130649	9622	0.515173560590314
ENSG00000288107	5662	0.458671847403744
ENSG00000230724	3823	0.501700235417212
ENSG00000177951	3868	0.469751809720786
ENSG00000177963	6685	0.576364996260284
ENSG00000142082	5553	0.49414730776157
ENSG00000185627	4347	0.472509776857603
ENSG00000142102	5269	0.636553425697476
ENSG00000185885	936	0.555555555555556
ENSG00000251661	1887	0.532061473237944
ENSG00000142089	1151	0.602953953084274
ENSG00000182272	4059	0.685883222468588
ENSG00000184363	3795	0.670882740447958
ENSG00000185187	3496	0.656178489702517
ENSG00000185101	6207	0.61768970517158
ENSG00000174915	6114	0.608276087667648
ENSG00000023191	7374	0.612015188500136
ENSG00000288033	944	0.593220338983051
ENSG00000174775	1880	0.718617021276596
ENSG00000161328	2765	0.655696202531646
ENSG00000185522	2898	0.652518978605935
ENSG00000254815	2418	0.639371381306865
ENSG00000099849	2514	0.695704057279236
ENSG00000247095	2321	0.616975441619991
ENSG00000199038	110	0.727272727272727
ENSG00000070047	5785	0.629386343993086
ENSG00000185507	2612	0.673813169984686
ENSG00000099834	3861	0.63040663040663
ENSG00000069696	1501	0.718187874750167
ENSG00000177030	4142	0.558908739739256
ENSG00000177106	5689	0.660397257866057
ENSG00000177042	4071	0.56644559076394
ENSG00000177156	2907	0.536979704162367
ENSG00000177225	5510	0.61070780399274
ENSG00000255284	1489	0.586971121558093
ENSG00000279672	1139	0.62071992976295
ENSG00000255142	284	0.570422535211268
ENSG00000177542	4595	0.659194776931447
ENSG00000177595	5855	0.611614005123826
ENSG00000177600	1637	0.583384239462431
ENSG00000177666	3831	0.646306447402767
ENSG00000255108	792	0.672979797979798
ENSG00000177685	4224	0.675426136363636
ENSG00000177697	3894	0.626861838726245
ENSG00000177700	1126	0.621669626998224
ENSG00000214063	5837	0.669008052081549
ENSG00000250397	2061	0.665211062590975
ENSG00000177830	5359	0.556633700317223
ENSG00000183020	9638	0.564328698900187
ENSG00000222561	104	0.365384615384615
ENSG00000184956	8438	0.634866082009955
ENSG00000198788	12667	0.616010104997237
ENSG00000215182	17448	0.602991746905089
ENSG00000117983	18598	0.645660823744489
ENSG00000078902	5983	0.597693464816981
ENSG00000255153	939	0.603833865814696
ENSG00000174672	6903	0.646240764884833
ENSG00000285581	2432	0.578125
ENSG00000182208	4545	0.524092409240924
ENSG00000184545	4960	0.655443548387097
ENSG00000233930	2931	0.612077789150461
ENSG00000244242	4792	0.647328881469115
ENSG00000250644	4807	0.634491366756813
ENSG00000117984	3079	0.665475803832413
ENSG00000235027	2015	0.639205955334988
ENSG00000229512	252	0.686507936507937
ENSG00000149043	4704	0.65625
ENSG00000214026	2975	0.628571428571429
ENSG00000226416	1876	0.667910447761194
ENSG00000167244	6259	0.665761303722639
ENSG00000099869	2869	0.62495643081213
ENSG00000183734	1852	0.6792656587473
ENSG00000064201	3797	0.640505662365025
ENSG00000238184	1542	0.667315175097276
ENSG00000236264	1178	0.525466893039049
ENSG00000110651	7356	0.643556280587276
ENSG00000184281	2659	0.631064309890936
ENSG00000053918	4420	0.619230769230769
ENSG00000269821	91667	0.437169319384293
ENSG00000129757	2480	0.669758064516129
ENSG00000254827	2053	0.632732586458841
ENSG00000110628	5231	0.645383291913592
ENSG00000181649	920	0.620652173913044
ENSG00000205531	5200	0.487692307692308
ENSG00000207008	123	0.495934959349594
ENSG00000110619	10037	0.515293414366843
ENSG00000201616	163	0.460122699386503
ENSG00000285644	2507	0.502592740327084
ENSG00000021762	7473	0.60457647531112
ENSG00000005801	11711	0.44718640594313
ENSG00000287906	1217	0.47329498767461
ENSG00000255367	1377	0.546114742193174
ENSG00000287312	1173	0.457800511508951
ENSG00000237226	775	0.393548387096774
ENSG00000167311	1497	0.557114228456914
ENSG00000129749	2703	0.554938956714761
ENSG00000110713	9904	0.439418416801292
ENSG00000251934	104	0.346153846153846
ENSG00000148985	3701	0.562010267495272
ENSG00000177105	1758	0.584755403868032
ENSG00000167323	7130	0.52945301542777
ENSG00000167325	4233	0.431372549019608
ENSG00000132109	1935	0.508527131782946
ENSG00000225101	2160	0.478240740740741
ENSG00000237272	952	0.524159663865546
ENSG00000167333	4254	0.449929478138223
ENSG00000121236	3964	0.452068617558022
ENSG00000132256	5166	0.45915602013163
ENSG00000267940	1353	0.390243902439024
ENSG00000051009	4726	0.447735928903936
ENSG00000170955	1557	0.646756583172768
ENSG00000166311	2741	0.597956950018242
ENSG00000166313	5244	0.56350114416476
ENSG00000110169	3631	0.457725144588268
ENSG00000110171	6751	0.509702266330914
ENSG00000132254	5312	0.523531626506024
ENSG00000132286	2989	0.466042154566745
ENSG00000254595	686	0.448979591836735
ENSG00000179532	19629	0.536705894340007
ENSG00000132275	6921	0.488368732842075
ENSG00000166333	3484	0.541618828932262
ENSG00000166337	5820	0.532474226804124
ENSG00000166340	6502	0.500615195324515
ENSG00000166341	10713	0.507047512368151
ENSG00000158042	2612	0.475497702909648
ENSG00000166387	9800	0.516836734693878
ENSG00000175390	9431	0.418195313328385
ENSG00000130413	7599	0.404395315173049
ENSG00000166436	11752	0.446817562968005
ENSG00000166441	6816	0.474471830985915
ENSG00000212607	131	0.526717557251908
ENSG00000166444	14262	0.422311036320292
ENSG00000166452	2300	0.498260869565217
ENSG00000175348	2825	0.513982300884956
ENSG00000254860	4409	0.452256747561805
ENSG00000184014	8608	0.441914498141264
ENSG00000255097	561	0.468805704099822
ENSG00000166471	4278	0.445067788686302
ENSG00000254884	406	0.566502463054187
ENSG00000205339	7216	0.375415742793792
ENSG00000201998	182	0.461538461538462
ENSG00000268403	1147	0.493461203138623
ENSG00000166478	4222	0.432733301752724
ENSG00000166483	9251	0.420927467300832
ENSG00000133789	7192	0.418520578420467
ENSG00000245522	2632	0.584726443768997
ENSG00000246273	5177	0.432489858991694
ENSG00000133812	16816	0.376962416745956
ENSG00000254865	522	0.377394636015326
ENSG00000254554	803	0.600249066002491
ENSG00000148926	2325	0.589677419354839
ENSG00000133805	6793	0.511114382452525
ENSG00000110315	7825	0.377891373801917
ENSG00000177112	1421	0.505981703026038
ENSG00000198730	5770	0.414384748700173
ENSG00000110321	8485	0.408721272834414
ENSG00000236287	9029	0.419094030346661
ENSG00000247271	4599	0.464231354642314
ENSG00000170242	13722	0.411164553272118
ENSG00000050165	11958	0.48469643753136
ENSG00000254991	899	0.483870967741935
ENSG00000133816	20191	0.510474964092913
ENSG00000197702	12471	0.450404939459546
ENSG00000187079	10700	0.429158878504673
ENSG00000133794	6934	0.450822036342659
ENSG00000148925	3488	0.399369266055046
ENSG00000197601	7503	0.334399573503932
ENSG00000262655	5317	0.485236035358285
ENSG00000254418	240	0.4625
ENSG00000133818	3456	0.416666666666667
ENSG00000129083	5098	0.418203216947823
ENSG00000129084	3050	0.405245901639344
ENSG00000152270	11626	0.3930844658524
ENSG00000186104	4516	0.425597874224978
ENSG00000110693	19640	0.371945010183299
ENSG00000110696	10342	0.391123573776832
ENSG00000166689	10978	0.49908908726544
ENSG00000244398	321	0.467289719626168
ENSG00000184669	1809	0.541735765616363
ENSG00000110700	2115	0.454373522458629
ENSG00000272034	91	0.428571428571429
ENSG00000011405	9204	0.410365058670143
ENSG00000201586	112	0.366071428571429
ENSG00000240808	290	0.431034482758621
ENSG00000070081	9025	0.421163434903047
ENSG00000197149	873	0.600229095074456
ENSG00000188211	6364	0.466216216216216
ENSG00000260196	2883	0.484217828650711
ENSG00000187486	3204	0.639513108614232
ENSG00000006071	12588	0.49960279631395
ENSG00000006611	4904	0.524673735725938
ENSG00000188162	10709	0.605191894668036
ENSG00000129158	3387	0.502509595512253
ENSG00000166788	3066	0.404109589041096
ENSG00000110756	6433	0.402300637338722
ENSG00000110768	6940	0.378386167146974
ENSG00000134333	6038	0.436734017886717
ENSG00000256006	270	0.348148148148148
ENSG00000074319	3558	0.413434513771782
ENSG00000256464	713	0.431977559607293
ENSG00000256588	630	0.355555555555556
ENSG00000256361	433	0.376443418013857
ENSG00000151116	5515	0.442429737080689
ENSG00000247595	2283	0.449408672798949
ENSG00000279837	768	0.404947916666667
ENSG00000179119	5899	0.434988981183251
ENSG00000151117	4243	0.537119962290832
ENSG00000177054	7759	0.395798427632427
ENSG00000129173	4134	0.454765360425738
ENSG00000166833	15174	0.525042836430737
ENSG00000109854	2797	0.47372184483375
ENSG00000185238	5483	0.388655845340142
ENSG00000183161	3291	0.436949255545427
ENSG00000148935	4252	0.424976481655691
ENSG00000198168	5201	0.363968467602384
ENSG00000148942	7571	0.383833047153612
ENSG00000129151	2464	0.41599025974026
ENSG00000254560	1343	0.398361876396128
ENSG00000109881	3101	0.315704611415672
ENSG00000205213	6355	0.462470495672699
ENSG00000254862	1576	0.432106598984772
ENSG00000148943	4842	0.421313506815366
ENSG00000245573	12421	0.385476209644956
ENSG00000121621	4517	0.366172238211202
ENSG00000169519	7778	0.368860889688866
ENSG00000152219	5408	0.342455621301775
ENSG00000170946	8578	0.361273024014922
ENSG00000148950	3901	0.384260446039477
ENSG00000109911	27247	0.343964473153008
ENSG00000049449	4472	0.446109123434705
ENSG00000184937	8133	0.519857371203738
ENSG00000183242	5561	0.499730264340946
ENSG00000149100	7430	0.385868102288021
ENSG00000135378	5543	0.392025978711889
ENSG00000060749	10908	0.395581224789146
ENSG00000121690	3314	0.412190706095353
ENSG00000176148	5370	0.482122905027933
ENSG00000280798	3306	0.450998185117967
ENSG00000176102	4513	0.395080877465101
ENSG00000110422	8164	0.409603135717785
ENSG00000085063	10557	0.445391683243346
ENSG00000110429	12446	0.390406556323317
ENSG00000135387	9095	0.417811984606927
ENSG00000135372	5227	0.514061603214081
ENSG00000166016	4976	0.543609324758842
ENSG00000121691	3579	0.43392008941045
ENSG00000135373	6617	0.415142813964032
ENSG00000149089	5217	0.455434157561817
ENSG00000110435	3720	0.437634408602151
ENSG00000179431	2406	0.639650872817955
ENSG00000166326	13107	0.428625925078203
ENSG00000179241	4575	0.480437158469945
ENSG00000110442	6592	0.369235436893204
ENSG00000175104	8129	0.387993603149219
ENSG00000166349	7839	0.415614236509759
ENSG00000166181	4651	0.383573425069877
ENSG00000052841	11296	0.404479461756374
ENSG00000254577	183	0.409836065573771
ENSG00000283341	3652	0.434556407447974
ENSG00000149084	7716	0.392042509072058
ENSG00000166199	2380	0.489075630252101
ENSG00000213693	2181	0.500229252636405
ENSG00000187479	1913	0.676424464192368
ENSG00000110455	5841	0.537579181646978
ENSG00000255165	464	0.480603448275862
ENSG00000151348	11695	0.453783668234288
ENSG00000085117	4039	0.58479821738054
ENSG00000157570	6014	0.564848686398404
ENSG00000175274	7345	0.549353301565691
ENSG00000019485	13940	0.543328550932568
ENSG00000019505	5445	0.478236914600551
ENSG00000181830	3875	0.611870967741936
ENSG00000121671	6200	0.552096774193548
ENSG00000121653	3498	0.645511720983419
ENSG00000234776	760	0.625
ENSG00000121680	3019	0.597217621729049
ENSG00000165905	3151	0.63344969850841
ENSG00000135365	11470	0.423975588491718
ENSG00000157613	4023	0.596072582649764
ENSG00000149091	10787	0.636228793918606
ENSG00000110492	2196	0.64936247723133
ENSG00000180720	1511	0.607544672402383
ENSG00000110497	7673	0.440375342108693
ENSG00000244313	498	0.542168674698795
ENSG00000180423	2662	0.49511645379414
ENSG00000175224	7001	0.489930009998572
ENSG00000175220	6142	0.530771735591013
ENSG00000175213	2866	0.599790648988137
ENSG00000180210	2534	0.592738752959747
ENSG00000175216	8538	0.425743733895526
ENSG00000212135	111	0.513513513513513
ENSG00000134569	8748	0.544352994970279
ENSG00000149179	6693	0.500672344240251
ENSG00000149182	5918	0.559648529908753
ENSG00000270060	574	0.452961672473868
ENSG00000165912	2755	0.616333938294011
ENSG00000134574	4842	0.515695993391161
ENSG00000134575	3484	0.556257175660161
ENSG00000025434	4534	0.559991177767975
ENSG00000110514	8366	0.550561797752809
ENSG00000165915	4579	0.620877920943437
ENSG00000165916	2276	0.568541300527241
ENSG00000149187	10452	0.457233065442021
ENSG00000270072	430	0.434883720930233
ENSG00000213619	3651	0.525883319638455
ENSG00000110536	2740	0.518613138686131
ENSG00000123444	3263	0.507814894269078
ENSG00000231880	553	0.504520795660036
ENSG00000172247	1413	0.623496107572541
ENSG00000109919	2881	0.474488024991322
ENSG00000165923	5483	0.476563924858654
ENSG00000109920	7619	0.479721748260927
ENSG00000200090	99	0.444444444444444
ENSG00000030066	8576	0.423041044776119
ENSG00000252874	90	0.388888888888889
ENSG00000149177	9620	0.460810810810811
ENSG00000149115	7149	0.575744859420898
ENSG00000149136	6337	0.510493924569986
ENSG00000149150	3526	0.547646057855927
ENSG00000134809	776	0.497422680412371
ENSG00000172409	2196	0.494990892531876
ENSG00000156599	5424	0.521570796460177
ENSG00000156603	1877	0.521576984549813
ENSG00000288534	6239	0.480205161083507
ENSG00000213593	2253	0.45583666222814
ENSG00000211450	2305	0.516702819956616
ENSG00000254732	2439	0.538745387453875
ENSG00000198561	9787	0.450495555328497
ENSG00000110031	2467	0.432103769760843
ENSG00000186660	5776	0.440789473684211
ENSG00000149124	3115	0.421829855537721
ENSG00000166840	5440	0.441176470588235
ENSG00000189057	3865	0.371539456662354
ENSG00000245571	3214	0.44181705040448
ENSG00000166801	7221	0.424733416424318
ENSG00000110042	6433	0.544691434789367
ENSG00000110048	5122	0.448457633736822
ENSG00000166889	4335	0.414763552479815
ENSG00000255355	914	0.454048140043764
ENSG00000166900	7308	0.448412698412698
ENSG00000254477	1962	0.498980632008155
ENSG00000166902	2172	0.483885819521179
ENSG00000166959	2568	0.457943925233645
ENSG00000172689	2311	0.511466897446993
ENSG00000110104	3342	0.555056852184321
ENSG00000110107	2919	0.496745460774238
ENSG00000110108	2137	0.573701450631727
ENSG00000006118	7274	0.612455320318944
ENSG00000167987	3957	0.506444275966641
ENSG00000279549	2085	0.524700239808154
ENSG00000167992	4766	0.539026437263953
ENSG00000167986	13769	0.46626479773404
ENSG00000149476	8136	0.556661750245821
ENSG00000162144	10572	0.525160802118804
ENSG00000279246	2234	0.511638316920322
ENSG00000149483	6005	0.468942547876769
ENSG00000187049	1691	0.510348905972797
ENSG00000149532	6036	0.456925115970842
ENSG00000279632	878	0.42255125284738
ENSG00000256591	7522	0.461446423823451
ENSG00000167985	1696	0.499410377358491
ENSG00000162148	2400	0.599166666666667
ENSG00000011347	7552	0.603681144067797
ENSG00000279878	895	0.532960893854749
ENSG00000256443	1831	0.580557072637903
ENSG00000250230	2753	0.536142390119869
ENSG00000243742	3909	0.527500639549757
ENSG00000255947	462	0.528138528138528
ENSG00000134780	5799	0.62890153474737
ENSG00000124915	2889	0.609899619245414
ENSG00000124920	10773	0.596212754107491
ENSG00000134825	3082	0.601881894873459
ENSG00000168496	2198	0.534121929026388
ENSG00000134824	10553	0.574623329858808
ENSG00000149485	10228	0.527571372702386
ENSG00000221968	6294	0.563711471242453
ENSG00000167994	3191	0.574741460357255
ENSG00000167995	8688	0.520372928176796
ENSG00000167996	2004	0.557385229540918
ENSG00000279491	1697	0.56040070713023
ENSG00000149503	4454	0.588010776829816
ENSG00000162174	4586	0.499563890100305
ENSG00000254454	1557	0.572896596017983
ENSG00000124942	19466	0.483663824103565
ENSG00000149016	3542	0.466120835686053
ENSG00000149480	4261	0.542360948134241
ENSG00000149499	5500	0.598909090909091
ENSG00000149489	1977	0.634294385432473
ENSG00000149541	2407	0.561695056086415
ENSG00000089597	5030	0.510536779324056
ENSG00000185085	3285	0.509284627092846
ENSG00000162194	3362	0.534205829863177
ENSG00000214756	3185	0.525588697017269
ENSG00000204922	2397	0.549019607843137
ENSG00000162191	2532	0.525276461295419
ENSG00000168000	3965	0.545523329129886
ENSG00000214753	5401	0.469912979077948
ENSG00000162222	2657	0.454271735039518
ENSG00000185670	3344	0.488636363636364
ENSG00000168002	1902	0.517350157728707
ENSG00000162227	3095	0.602907915993538
ENSG00000168569	2265	0.560706401766004
ENSG00000269176	763	0.526867627785059
ENSG00000185475	1504	0.537234042553192
ENSG00000162231	6194	0.49628672909267
ENSG00000162236	2257	0.519273371732388
ENSG00000269463	382	0.356020942408377
ENSG00000252361	102	0.362745098039216
ENSG00000256690	765	0.567320261437908
ENSG00000133316	4247	0.519425476807158
ENSG00000255717	3970	0.421158690176322
ENSG00000168003	5154	0.534924330616997
ENSG00000196600	3752	0.410980810234542
ENSG00000149742	2366	0.474218089602705
ENSG00000133321	1300	0.535384615384615
ENSG00000133328	738	0.452574525745257
ENSG00000176485	3116	0.396983311938383
ENSG00000184743	7600	0.46828947368421
ENSG00000133318	5792	0.417990331491713
ENSG00000188070	5948	0.640719569603228
ENSG00000168005	2737	0.598830836682499
ENSG00000072518	6154	0.589860253493663
ENSG00000167771	3049	0.644145621515251
ENSG00000110583	5312	0.530873493975904
ENSG00000176340	494	0.578947368421053
ENSG00000167770	5336	0.586019490254873
ENSG00000133315	2096	0.637404580152672
ENSG00000256341	575	0.509565217391304
ENSG00000168439	4601	0.543577483155836
ENSG00000149781	3066	0.623613829093281
ENSG00000149743	2210	0.6
ENSG00000149761	3721	0.61058855146466
ENSG00000256116	1051	0.615604186489058
ENSG00000110011	2807	0.604916280726755
ENSG00000173511	1545	0.648543689320388
ENSG00000173457	1658	0.655609167671894
ENSG00000257086	853	0.588511137162954
ENSG00000149782	5785	0.611754537597234
ENSG00000002330	1708	0.599531615925059
ENSG00000173264	4031	0.636814686182089
ENSG00000173153	3105	0.641545893719807
ENSG00000173113	1100	0.577272727272727
ENSG00000126432	860	0.605813953488372
ENSG00000168071	8350	0.629700598802395
ENSG00000162302	3807	0.645915418965064
ENSG00000168065	5158	0.570763861962001
ENSG00000110076	10589	0.541316460477854
ENSG00000068831	6084	0.541420118343195
ENSG00000068976	4658	0.58029197080292
ENSG00000168066	5972	0.521600803750837
ENSG00000168067	7645	0.58378024852845
ENSG00000133895	4921	0.582808372282057
ENSG00000171219	6531	0.624100444036135
ENSG00000110047	7084	0.508187464709204
ENSG00000229719	3647	0.588154647655607
ENSG00000110046	7833	0.61343035873867
ENSG00000068971	3360	0.593452380952381
ENSG00000168062	2815	0.534635879218472
ENSG00000213465	2037	0.594501718213058
ENSG00000110025	4884	0.554463554463555
ENSG00000168061	1772	0.678329571106095
ENSG00000168060	4048	0.550889328063241
ENSG00000146670	3901	0.538579851320174
ENSG00000162300	3120	0.558974358974359
ENSG00000149823	4880	0.626024590163934
ENSG00000149809	3432	0.625874125874126
ENSG00000174276	1299	0.681293302540416
ENSG00000149806	1548	0.534237726098191
ENSG00000162298	5495	0.539399454049136
ENSG00000149792	3080	0.533766233766234
ENSG00000255200	2354	0.47536108751062
ENSG00000254614	1791	0.419318816303741
ENSG00000014216	7506	0.604583000266454
ENSG00000197847	3983	0.603314084860658
ENSG00000014138	5568	0.51257183908046
ENSG00000285816	4256	0.558035714285714
ENSG00000287917	1603	0.545227698066126
ENSG00000149798	2164	0.608595194085028
ENSG00000133884	8630	0.505677867902665
ENSG00000173825	2028	0.613905325443787
ENSG00000255478	564	0.530141843971631
ENSG00000162241	7855	0.591470401018459
ENSG00000126391	4069	0.607520275251905
ENSG00000245532	22767	0.440637765186454
ENSG00000173727	1772	0.468961625282167
ENSG00000279243	1395	0.547670250896057
ENSG00000251562	8829	0.405595197644127
ENSG00000270117	396	0.527777777777778
ENSG00000142186	4282	0.613498365249883
ENSG00000168056	10673	0.611730534994847
ENSG00000260233	1942	0.556642636457261
ENSG00000173465	1978	0.65520728008089
ENSG00000176973	1458	0.665980795610425
ENSG00000173442	6733	0.628100401009951
ENSG00000173338	1582	0.632743362831858
ENSG00000173327	10563	0.554955978415223
ENSG00000197136	7972	0.631585549422981
ENSG00000213445	4652	0.66122098022356
ENSG00000173039	5459	0.574097820113574
ENSG00000285533	3728	0.478809012875536
ENSG00000172977	3732	0.577170418006431
ENSG00000172922	4972	0.556315366049879
ENSG00000254470	6980	0.596275071633238
ENSG00000172818	3803	0.5845385222193
ENSG00000172757	5865	0.489514066496164
ENSG00000172732	5448	0.592143906020558
ENSG00000172500	3346	0.55409444112373
ENSG00000175602	963	0.716510903426791
ENSG00000175592	1887	0.649178590355061
ENSG00000175573	1704	0.621478873239437
ENSG00000175550	1722	0.64808362369338
ENSG00000175467	4593	0.594600478989767
ENSG00000175376	3327	0.490532010820559
ENSG00000175334	1496	0.586229946524064
ENSG00000087365	9795	0.505359877488515
ENSG00000175115	9587	0.557943047877334
ENSG00000174996	5479	0.62894688811827
ENSG00000174903	1950	0.608205128205128
ENSG00000174851	2345	0.598720682302772
ENSG00000174791	5377	0.629347219639204
ENSG00000174744	2514	0.581145584725537
ENSG00000174684	2007	0.560538116591928
ENSG00000255468	2552	0.545846394984326
ENSG00000174669	2720	0.619485294117647
ENSG00000254510	1375	0.565090909090909
ENSG00000174547	2539	0.489562820007877
ENSG00000174516	3926	0.619205298013245
ENSG00000255517	2057	0.606708799222168
ENSG00000254986	3977	0.590394769927081
ENSG00000174483	6131	0.539226879791225
ENSG00000174165	6535	0.534659525631217
ENSG00000182791	2888	0.551592797783934
ENSG00000173992	2142	0.564425770308123
ENSG00000239306	6480	0.529012345679012
ENSG00000248643	2577	0.539386883973613
ENSG00000173933	6538	0.454114408075864
ENSG00000173914	4291	0.441621999533908
ENSG00000173898	12823	0.551431022381658
ENSG00000173715	3953	0.526688590943587
ENSG00000173653	3001	0.622792402532489
ENSG00000173599	7302	0.559161873459326
ENSG00000173621	3087	0.700356333009394
ENSG00000266423	73	0.397260273972603
ENSG00000173237	1187	0.613310867733783
ENSG00000173156	1240	0.638709677419355
ENSG00000173120	10381	0.504383007417397
ENSG00000173020	6602	0.617691608603453
ENSG00000172932	5890	0.59151103565365
ENSG00000172830	3611	0.637496538355026
ENSG00000287851	893	0.541993281075028
ENSG00000172613	4169	0.614775725593668
ENSG00000175482	3054	0.566797642436149
ENSG00000274251	527	0.55977229601518
ENSG00000175505	1836	0.679193899782135
ENSG00000172531	2651	0.64541682384006
ENSG00000172508	5670	0.632980599647266
ENSG00000175634	5815	0.583490971625108
ENSG00000172725	5327	0.643138727238596
ENSG00000172663	5892	0.58316361167685
ENSG00000110711	1655	0.615105740181269
ENSG00000110697	6442	0.600434647624961
ENSG00000167797	2019	0.621594848935116
ENSG00000084207	1764	0.626984126984127
ENSG00000184224	2434	0.540673788003287
ENSG00000167792	5057	0.572671544393909
ENSG00000231793	3146	0.630959949141767
ENSG00000167799	1482	0.653171390013495
ENSG00000167800	1548	0.510335917312661
ENSG00000132744	1371	0.572574762946754
ENSG00000239559	287	0.48780487804878
ENSG00000160172	3402	0.530864197530864
ENSG00000273819	1102	0.455535390199637
ENSG00000251637	3962	0.445229681978799
ENSG00000206587	107	0.420560747663551
ENSG00000243672	781	0.389244558258643
ENSG00000254610	776	0.51159793814433
ENSG00000110057	3536	0.55316742081448
ENSG00000006534	6626	0.586326592212496
