source	target	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	score
EGR2	ID2	9606.ENSP00000242480	9606.ENSP00000234091	0	0	0	0	0	0.077	0.9	0.477	0.947
EGR2	PAX6	9606.ENSP00000242480	9606.ENSP00000404100	0	0	0	0	0	0.076	0	0.382	0.405
EGR2	SHH	9606.ENSP00000242480	9606.ENSP00000297261	0	0	0	0	0	0.092	0	0.399	0.431
EGR2	TRIB1	9606.ENSP00000242480	9606.ENSP00000312150	0	0	0	0	0.197	0.117	0	0.287	0.451
EGR2	SOX8	9606.ENSP00000242480	9606.ENSP00000293894	0	0	0	0	0.061	0.302	0	0.261	0.474
EGR2	MYC	9606.ENSP00000242480	9606.ENSP00000479618	0	0	0	0	0.063	0.058	0	0.455	0.476
EGR2	NR4A2	9606.ENSP00000242480	9606.ENSP00000344479	0	0	0	0	0.182	0.061	0	0.469	0.556
EGR2	IER2	9606.ENSP00000242480	9606.ENSP00000465617	0	0	0	0	0.127	0	0	0.522	0.565
EGR2	NR4A3	9606.ENSP00000242480	9606.ENSP00000482027	0	0	0	0	0.155	0.061	0	0.531	0.595
EGR2	HOXB9	9606.ENSP00000242480	9606.ENSP00000309439	0	0	0	0	0.062	0.059	0	0.662	0.676
EGR2	NR4A1	9606.ENSP00000242480	9606.ENSP00000440864	0	0	0	0	0.267	0.061	0	0.612	0.71
EGR2	EN2	9606.ENSP00000242480	9606.ENSP00000297375	0	0	0	0	0	0.057	0	0.755	0.759
EGR2	JUNB	9606.ENSP00000242480	9606.ENSP00000303315	0	0	0	0	0.186	0.101	0.65	0.341	0.808
EGR2	FOSL1	9606.ENSP00000242480	9606.ENSP00000310170	0	0	0	0	0.062	0.062	0.65	0.455	0.809
EGR2	FOS	9606.ENSP00000242480	9606.ENSP00000306245	0	0	0	0	0.269	0.062	0.65	0.689	0.915
EGR2	EGR4	9606.ENSP00000242480	9606.ENSP00000445626	0	0	0	0.721	0.092	0	0.9	0.817	0.926
EGR2	FOSB	9606.ENSP00000242480	9606.ENSP00000245919	0	0	0	0	0.565	0.062	0.65	0.649	0.943
EGR2	EGR3	9606.ENSP00000242480	9606.ENSP00000318057	0	0	0	0.915	0.802	0	0.8	0.866	0.961
EGR2	NAB2	9606.ENSP00000242480	9606.ENSP00000300131	0	0	0	0	0.08	0.499	0.8	0.759	0.975
EGR3	FOSB	9606.ENSP00000318057	9606.ENSP00000245919	0	0	0	0	0.271	0.062	0.65	0.605	0.892
EGR3	NAB2	9606.ENSP00000318057	9606.ENSP00000300131	0	0	0	0	0.065	0.138	0.9	0.635	0.966
EGR3	JUNB	9606.ENSP00000318057	9606.ENSP00000303315	0	0	0	0	0.1	0.101	0.65	0.376	0.799
EGR3	FOS	9606.ENSP00000318057	9606.ENSP00000306245	0	0	0	0	0.139	0.062	0.65	0.563	0.859
EGR3	FOSL1	9606.ENSP00000318057	9606.ENSP00000310170	0	0	0	0	0.054	0.062	0.65	0.4	0.788
EGR3	RHOBTB2	9606.ENSP00000318057	9606.ENSP00000427926	0	0	0	0	0	0.065	0	0.441	0.455
EGR3	IER2	9606.ENSP00000318057	9606.ENSP00000465617	0	0	0	0	0.056	0	0	0.465	0.473
EGR3	NR4A3	9606.ENSP00000318057	9606.ENSP00000482027	0	0	0	0	0.159	0.061	0	0.469	0.544
EGR3	NR4A2	9606.ENSP00000318057	9606.ENSP00000344479	0	0	0	0	0.185	0.061	0	0.562	0.635
EGR3	NR4A1	9606.ENSP00000318057	9606.ENSP00000440864	0	0	0	0	0.158	0.061	0	0.602	0.658
EGR4	FOSB	9606.ENSP00000445626	9606.ENSP00000245919	0	0	0	0	0.062	0.062	0	0.48	0.503
EGR4	NAB2	9606.ENSP00000445626	9606.ENSP00000300131	0	0	0	0	0	0.138	0	0.72	0.748
EGR4	FOS	9606.ENSP00000445626	9606.ENSP00000306245	0	0	0	0	0.147	0.062	0	0.512	0.575
EGR4	NR4A1	9606.ENSP00000445626	9606.ENSP00000440864	0	0	0	0	0.089	0.061	0	0.526	0.559
EGR4	IER2	9606.ENSP00000445626	9606.ENSP00000465617	0	0	0	0	0	0	0	0.431	0.431
EGR4	NR4A3	9606.ENSP00000445626	9606.ENSP00000482027	0	0	0	0	0.089	0.061	0	0.493	0.529
EIF5A2	TRIB1	9606.ENSP00000295822	9606.ENSP00000312150	0	0	0	0	0	0.077	0	0.567	0.583
EME1	PIF1	9606.ENSP00000376952	9606.ENSP00000328174	0	0	0	0	0.108	0	0	0.473	0.51
EMX1	SP8	9606.ENSP00000258106	9606.ENSP00000408792	0	0	0	0	0.062	0.062	0	0.512	0.533
EMX1	SHH	9606.ENSP00000258106	9606.ENSP00000297261	0	0	0	0	0	0	0	0.543	0.543
EMX1	LHX6	9606.ENSP00000258106	9606.ENSP00000377854	0	0	0	0	0.083	0.1	0	0.507	0.558
EN2	SHH	9606.ENSP00000297375	9606.ENSP00000297261	0	0	0	0	0.062	0	0	0.621	0.629
EN2	NR4A2	9606.ENSP00000297375	9606.ENSP00000344479	0	0	0	0	0	0	0	0.496	0.496
ENC1	KLHL21	9606.ENSP00000479101	9606.ENSP00000366886	0	0	0	0.758	0	0	0.9	0.218	0.904
ENC1	NFE2L2	9606.ENSP00000479101	9606.ENSP00000380252	0	0	0	0	0	0.71	0	0.162	0.747
EPHA2	EREG	9606.ENSP00000351209	9606.ENSP00000244869	0	0	0	0	0.062	0	0.6	0.125	0.643
EPHA2	MYC	9606.ENSP00000351209	9606.ENSP00000479618	0	0	0	0	0.082	0.143	0	0.369	0.46
EPS8L3	REG4	9606.ENSP00000358820	9606.ENSP00000346158	0	0	0	0	0.265	0	0	0.512	0.626
EPS8L3	MUC13	9606.ENSP00000358820	9606.ENSP00000485028	0	0	0	0	0.346	0	0	0.167	0.432
EREG	LFNG	9606.ENSP00000244869	9606.ENSP00000222725	0	0	0	0	0	0	0	0.432	0.432
EREG	HBEGF	9606.ENSP00000244869	9606.ENSP00000230990	0	0	0	0	0.062	0	0.3	0.848	0.891
EREG	SPRY2	9606.ENSP00000244869	9606.ENSP00000366306	0	0	0	0	0	0	0.6	0.075	0.614
EREG	SPRY1	9606.ENSP00000244869	9606.ENSP00000481675	0	0	0	0	0	0	0.6	0.113	0.63
EREG	FOS	9606.ENSP00000244869	9606.ENSP00000306245	0	0	0	0	0	0	0.9	0.256	0.922
ETS2	TFAP2C	9606.ENSP00000353344	9606.ENSP00000201031	0	0	0	0	0	0	0	0.408	0.408
ETS2	NR3C1	9606.ENSP00000353344	9606.ENSP00000231509	0	0	0	0	0.065	0.285	0	0.202	0.421
ETS2	KLF10	9606.ENSP00000353344	9606.ENSP00000285407	0	0	0	0	0.062	0.057	0	0.382	0.405
ETS2	RUNX1	9606.ENSP00000353344	9606.ENSP00000300305	0	0	0	0	0.049	0.247	0	0.229	0.4
ETS2	JUNB	9606.ENSP00000353344	9606.ENSP00000303315	0	0	0	0	0.111	0.158	0	0.286	0.419
ETS2	FOS	9606.ENSP00000353344	9606.ENSP00000306245	0	0	0	0	0.063	0.27	0.9	0.693	0.976
ETS2	HIVEP2	9606.ENSP00000353344	9606.ENSP00000356575	0	0	0	0	0.065	0.057	0	0.409	0.434
ETS2	MYC	9606.ENSP00000353344	9606.ENSP00000479618	0	0	0	0	0.062	0.062	0	0.616	0.632
ETS2	ID1	9606.ENSP00000353344	9606.ENSP00000365280	0	0	0	0	0.062	0	0.8	0.434	0.884
ETV4	SOX9	9606.ENSP00000321835	9606.ENSP00000245479	0	0	0	0	0.093	0.067	0	0.369	0.419
ETV4	SHH	9606.ENSP00000321835	9606.ENSP00000297261	0	0	0	0	0	0	0	0.498	0.498
ETV4	PAX6	9606.ENSP00000321835	9606.ENSP00000404100	0	0	0	0	0	0.145	0	0.329	0.401
ETV4	MYC	9606.ENSP00000321835	9606.ENSP00000479618	0	0	0	0	0.088	0.062	0	0.409	0.45
ETV4	SPRY1	9606.ENSP00000321835	9606.ENSP00000481675	0	0	0	0	0.074	0	0	0.567	0.583
ETV4	SPRY2	9606.ENSP00000321835	9606.ENSP00000366306	0	0	0	0	0.07	0	0	0.594	0.607
ETV4	SP8	9606.ENSP00000321835	9606.ENSP00000408792	0	0	0	0	0.063	0.057	0	0.616	0.631
ETV4	SPRY4	9606.ENSP00000321835	9606.ENSP00000344967	0	0	0	0	0.214	0	0	0.713	0.764
ETV5	SOX9	9606.ENSP00000306894	9606.ENSP00000245479	0	0	0	0	0.069	0.067	0	0.423	0.455
ETV5	SHH	9606.ENSP00000306894	9606.ENSP00000297261	0	0	0	0	0	0	0	0.411	0.411
ETV5	SP8	9606.ENSP00000306894	9606.ENSP00000408792	0	0	0	0	0	0.057	0	0.467	0.475
ETV5	SPRY1	9606.ENSP00000306894	9606.ENSP00000481675	0	0	0	0	0.063	0	0	0.536	0.547
ETV5	FAIM2	9606.ENSP00000306894	9606.ENSP00000321951	0	0	0	0	0	0	0	0.607	0.607
ETV5	SPRY2	9606.ENSP00000306894	9606.ENSP00000366306	0	0	0	0	0.108	0	0	0.58	0.609
ETV5	SPRY4	9606.ENSP00000306894	9606.ENSP00000344967	0	0	0	0	0.205	0	0	0.642	0.703
FAIM2	ZNF608	9606.ENSP00000321951	9606.ENSP00000307746	0	0	0	0	0	0	0	0.56	0.56
FGA	LGALS3	9606.ENSP00000306361	9606.ENSP00000254301	0	0	0	0	0	0	0	0.435	0.435
FGA	THBS1	9606.ENSP00000306361	9606.ENSP00000260356	0	0	0	0	0	0.5	0.72	0.185	0.876
FGA	FGB	9606.ENSP00000306361	9606.ENSP00000306099	0	0	0	0.744	0.991	0.986	0.9	0.961	0.999
FGA	FGG	9606.ENSP00000306361	9606.ENSP00000336829	0	0	0	0.764	0.993	0.986	0.9	0.961	0.999
FGB	THBS1	9606.ENSP00000306099	9606.ENSP00000260356	0	0	0	0	0	0.392	0.72	0.218	0.855
FGB	SLC25A25	9606.ENSP00000306099	9606.ENSP00000362159	0	0	0	0	0	0	0	0.43	0.43
FGB	FGG	9606.ENSP00000306099	9606.ENSP00000336829	0	0	0	0.803	0.992	0.963	0.9	0.963	0.999
FGD3	RHEBL1	9606.ENSP00000364631	9606.ENSP00000301068	0	0	0	0	0	0.153	0	0.333	0.411
FGG	LGALS3	9606.ENSP00000336829	9606.ENSP00000254301	0	0	0	0	0	0	0	0.456	0.456
FGG	THBS1	9606.ENSP00000336829	9606.ENSP00000260356	0	0	0	0	0	0.392	0.72	0.146	0.842
FILIP1L	IER3	9606.ENSP00000346560	9606.ENSP00000259874	0	0	0	0	0.062	0	0	0.476	0.488
FMNL1	RHOF	9606.ENSP00000329219	9606.ENSP00000267205	0	0	0	0	0.088	0.244	0	0.254	0.441
FMNL1	RHOB	9606.ENSP00000329219	9606.ENSP00000272233	0	0	0	0	0.062	0.32	0	0.413	0.593
FMNL1	RHOBTB2	9606.ENSP00000329219	9606.ENSP00000427926	0	0	0	0	0.062	0.244	0	0.297	0.458
FOS	GADD45B	9606.ENSP00000306245	9606.ENSP00000215631	0	0	0	0	0.162	0	0	0.504	0.567
FOS	HBEGF	9606.ENSP00000306245	9606.ENSP00000230990	0	0	0	0	0.12	0	0.9	0.562	0.958
FOS	NR3C1	9606.ENSP00000306245	9606.ENSP00000231509	0	0	0	0	0.054	0.225	0.9	0.677	0.973
FOS	RGS2	9606.ENSP00000306245	9606.ENSP00000235382	0	0	0	0	0.185	0	0	0.405	0.494
FOS	SOX9	9606.ENSP00000306245	9606.ENSP00000245479	0	0	0	0	0	0.124	0	0.402	0.454
FOS	FOSB	9606.ENSP00000306245	9606.ENSP00000245919	0	0	0	0.866	0.899	0.267	0.8	0.989	0.986
FOS	PER2	9606.ENSP00000306245	9606.ENSP00000254657	0	0	0	0	0	0	0	0.469	0.469
FOS	HNF1A	9606.ENSP00000306245	9606.ENSP00000257555	0	0	0	0	0	0.27	0	0.548	0.656
FOS	IER3	9606.ENSP00000306245	9606.ENSP00000259874	0	0	0	0	0.065	0	0	0.392	0.407
FOS	TRAF4	9606.ENSP00000306245	9606.ENSP00000262395	0	0	0	0	0	0.244	0	0.287	0.438
FOS	IL11	9606.ENSP00000306245	9606.ENSP00000264563	0	0	0	0	0	0.273	0	0.334	0.495
FOS	MECOM	9606.ENSP00000306245	9606.ENSP00000264674	0	0	0	0	0	0.345	0	0.156	0.424
FOS	KLF10	9606.ENSP00000306245	9606.ENSP00000285407	0	0	0	0	0.072	0.062	0	0.426	0.458
FOS	TNFRSF11B	9606.ENSP00000306245	9606.ENSP00000297350	0	0	0	0	0.053	0	0	0.522	0.528
FOS	RUNX1	9606.ENSP00000306245	9606.ENSP00000300305	0	0	0	0	0	0.486	0	0.16	0.55
FOS	JUNB	9606.ENSP00000306245	9606.ENSP00000303315	0	0	0	0	0.826	0.899	0.9	0.986	0.999
FOS	MXI1	9606.ENSP00000306245	9606.ENSP00000331152	0	0	0	0	0	0	0	0.455	0.455
FOS	MAFK	9606.ENSP00000306245	9606.ENSP00000344903	0	0	0	0	0.063	0.062	0	0.468	0.492
FOS	HSPA1A	9606.ENSP00000306245	9606.ENSP00000364802	0	0	0	0	0.09	0.079	0	0.466	0.514
FOS	KLF6	9606.ENSP00000306245	9606.ENSP00000419923	0	0	0	0	0.298	0.062	0	0.376	0.553
FOS	MAFF	9606.ENSP00000306245	9606.ENSP00000345393	0	0	0	0	0.063	0.286	0	0.418	0.577
FOS	OXTR	9606.ENSP00000306245	9606.ENSP00000324270	0	0	0	0	0	0	0	0.62	0.62
FOS	NR4A3	9606.ENSP00000306245	9606.ENSP00000482027	0	0	0	0	0.065	0.397	0	0.487	0.685
FOS	IER2	9606.ENSP00000306245	9606.ENSP00000465617	0	0	0	0	0.575	0	0	0.527	0.79
FOS	NR4A2	9606.ENSP00000306245	9606.ENSP00000344479	0	0	0	0	0.561	0.146	0	0.556	0.819
FOS	NR4A1	9606.ENSP00000306245	9606.ENSP00000440864	0	0	0	0	0.403	0.146	0	0.703	0.835
FOS	ZFP36	9606.ENSP00000306245	9606.ENSP00000469647	0	0	0	0	0.793	0	0	0.481	0.888
FOS	FOSL1	9606.ENSP00000306245	9606.ENSP00000310170	0	0	0	0.871	0.062	0	0.9	0.983	0.914
FOS	FOXO1	9606.ENSP00000306245	9606.ENSP00000368880	0	0	0	0	0	0.057	0.9	0.433	0.941
FOS	NFE2L2	9606.ENSP00000306245	9606.ENSP00000380252	0	0	0	0	0	0.056	0.9	0.468	0.945
FOS	MYC	9606.ENSP00000306245	9606.ENSP00000479618	0	0	0	0	0.065	0.129	0.9	0.861	0.987
FOSB	GADD45B	9606.ENSP00000245919	9606.ENSP00000215631	0	0	0	0	0.14	0	0	0.491	0.544
FOSB	RGS2	9606.ENSP00000245919	9606.ENSP00000235382	0	0	0	0	0.105	0	0	0.363	0.405
FOSB	MAFF	9606.ENSP00000245919	9606.ENSP00000345393	0	0	0	0	0.132	0.062	0	0.326	0.404
FOSB	KLF6	9606.ENSP00000245919	9606.ENSP00000419923	0	0	0	0	0.184	0.062	0	0.298	0.415
FOSB	NFE2L2	9606.ENSP00000245919	9606.ENSP00000380252	0	0	0	0	0	0.322	0	0.213	0.444
FOSB	IER2	9606.ENSP00000245919	9606.ENSP00000465617	0	0	0	0	0.214	0	0	0.527	0.612
FOSB	NR4A3	9606.ENSP00000245919	9606.ENSP00000482027	0	0	0	0	0.17	0.146	0	0.558	0.659
FOSB	ZFP36	9606.ENSP00000245919	9606.ENSP00000469647	0	0	0	0	0.625	0	0	0.41	0.769
FOSB	FOSL1	9606.ENSP00000245919	9606.ENSP00000310170	0	0	0	0.821	0.062	0	0.8	0.987	0.838
FOSB	NR4A1	9606.ENSP00000245919	9606.ENSP00000440864	0	0	0	0	0.565	0.146	0	0.677	0.869
FOSB	NR4A2	9606.ENSP00000245919	9606.ENSP00000344479	0	0	0	0	0.723	0.146	0	0.529	0.879
FOSB	MYC	9606.ENSP00000245919	9606.ENSP00000479618	0	0	0	0	0	0	0.9	0.399	0.937
FOSB	JUNB	9606.ENSP00000245919	9606.ENSP00000303315	0	0	0	0	0.346	0.607	0.9	0.896	0.996
FOSL1	LGALS3	9606.ENSP00000310170	9606.ENSP00000254301	0	0	0	0	0.103	0	0	0.439	0.476
FOSL1	IER3	9606.ENSP00000310170	9606.ENSP00000259874	0	0	0	0	0.212	0	0	0.358	0.473
FOSL1	JUNB	9606.ENSP00000310170	9606.ENSP00000303315	0	0	0	0	0.088	0.843	0.9	0.949	0.999
FOSL1	MAFF	9606.ENSP00000310170	9606.ENSP00000345393	0	0	0	0	0.131	0.062	0	0.327	0.404
FOSL1	NR4A1	9606.ENSP00000310170	9606.ENSP00000440864	0	0	0	0	0.063	0.146	0	0.427	0.502
FOSL1	MYC	9606.ENSP00000310170	9606.ENSP00000479618	0	0	0	0	0.154	0.108	0	0.567	0.645
FOXA3	SOX9	9606.ENSP00000304004	9606.ENSP00000245479	0	0	0	0	0.062	0.168	0	0.343	0.442
FOXA3	HNF1A	9606.ENSP00000304004	9606.ENSP00000257555	0	0	0	0	0.164	0.059	0.9	0.591	0.963
FOXA3	KLF3	9606.ENSP00000304004	9606.ENSP00000261438	0	0	0	0	0.062	0.078	0	0.506	0.535
FOXA3	TFF1	9606.ENSP00000304004	9606.ENSP00000291527	0	0	0	0	0.108	0	0	0.49	0.525
FOXC1	LFNG	9606.ENSP00000370256	9606.ENSP00000222725	0	0	0	0	0	0	0	0.433	0.433
FOXC1	SOX9	9606.ENSP00000370256	9606.ENSP00000245479	0	0	0	0	0.076	0.125	0	0.399	0.472
FOXC1	SHH	9606.ENSP00000370256	9606.ENSP00000297261	0	0	0	0	0.062	0	0	0.4	0.413
FOXC1	MEOX1	9606.ENSP00000370256	9606.ENSP00000321684	0	0	0	0	0.062	0.104	0	0.399	0.451
FOXC1	PAX6	9606.ENSP00000370256	9606.ENSP00000404100	0	0	0	0	0	0.069	0	0.614	0.625
FOXO1	NR3C1	9606.ENSP00000368880	9606.ENSP00000231509	0	0	0	0	0.062	0.062	0.6	0.533	0.814
FOXO1	HNF1A	9606.ENSP00000368880	9606.ENSP00000257555	0	0	0	0	0	0.059	0	0.508	0.517
FOXO1	JUNB	9606.ENSP00000368880	9606.ENSP00000303315	0	0	0	0	0	0.078	0.9	0.251	0.924
FOXO1	PPARGC1B	9606.ENSP00000368880	9606.ENSP00000312649	0	0	0	0	0	0	0	0.551	0.551
FOXO1	SLC2A1	9606.ENSP00000368880	9606.ENSP00000416293	0	0	0	0	0	0	0	0.457	0.457
FOXO1	NR4A1	9606.ENSP00000368880	9606.ENSP00000440864	0	0	0	0	0	0	0	0.508	0.508
FOXO1	TXNIP	9606.ENSP00000368880	9606.ENSP00000462521	0	0	0	0	0	0	0	0.58	0.58
FOXO1	MYC	9606.ENSP00000368880	9606.ENSP00000479618	0	0	0	0	0	0.056	0.9	0.61	0.959
FOXQ1	LFNG	9606.ENSP00000296839	9606.ENSP00000222725	0	0	0	0	0	0	0	0.415	0.414
FOXQ1	HOXC13	9606.ENSP00000296839	9606.ENSP00000243056	0	0	0	0	0	0.074	0	0.606	0.619
FOXQ1	GPR3	9606.ENSP00000296839	9606.ENSP00000363136	0	0	0	0	0	0.057	0	0.463	0.472
FSTL3	SMAD7	9606.ENSP00000166139	9606.ENSP00000262158	0	0	0	0	0.07	0	0	0.399	0.418
FUT4	SALL4	9606.ENSP00000351602	9606.ENSP00000217086	0	0	0	0	0	0	0	0.429	0.429
FUT4	LIF	9606.ENSP00000351602	9606.ENSP00000249075	0	0	0	0	0	0	0	0.601	0.601
FUT4	PAX6	9606.ENSP00000351602	9606.ENSP00000404100	0	0	0	0	0	0	0	0.464	0.464
FUT4	MYC	9606.ENSP00000351602	9606.ENSP00000479618	0	0	0	0	0	0	0	0.601	0.601
GADD45B	IER3	9606.ENSP00000215631	9606.ENSP00000259874	0	0	0	0	0.11	0	0	0.354	0.401
GADD45B	THBS1	9606.ENSP00000215631	9606.ENSP00000260356	0	0	0	0	0.062	0	0	0.393	0.406
GADD45B	PMAIP1	9606.ENSP00000215631	9606.ENSP00000326119	0	0	0	0	0.063	0	0	0.396	0.409
GADD45B	MYC	9606.ENSP00000215631	9606.ENSP00000479618	0	0	0	0	0.067	0	0	0.406	0.422
GADD45B	NR4A1	9606.ENSP00000215631	9606.ENSP00000440864	0	0	0	0	0.097	0	0	0.459	0.491
GADD45B	JUNB	9606.ENSP00000215631	9606.ENSP00000303315	0	0	0	0	0.362	0	0	0.255	0.505
GADD45B	TET1	9606.ENSP00000215631	9606.ENSP00000362748	0	0	0	0	0	0	0	0.54	0.54
GADD45B	SMG5	9606.ENSP00000215631	9606.ENSP00000355261	0	0	0	0	0.049	0.103	0	0.547	0.58
GADD45B	ZFP36	9606.ENSP00000215631	9606.ENSP00000469647	0	0	0	0	0.555	0	0	0.179	0.619
GCLC	SAT1	9606.ENSP00000229416	9606.ENSP00000368572	0	0	0	0	0	0	0	0.413	0.412
GCLC	MAFF	9606.ENSP00000229416	9606.ENSP00000345393	0	0	0	0	0	0	0	0.419	0.419
GCLC	MAFK	9606.ENSP00000229416	9606.ENSP00000344903	0	0	0	0	0	0	0	0.475	0.475
GCLC	GPX2	9606.ENSP00000229416	9606.ENSP00000374265	0	0	0	0	0.062	0	0	0.733	0.738
GCLC	NFE2L2	9606.ENSP00000229416	9606.ENSP00000380252	0	0	0	0	0	0	0	0.859	0.859
GDF15	LGALS3	9606.ENSP00000252809	9606.ENSP00000254301	0	0	0	0	0.091	0	0	0.637	0.656
GDF15	TGFBR2	9606.ENSP00000252809	9606.ENSP00000351905	0	0	0	0	0.062	0.15	0.8	0.65	0.936
GMEB1	NR3C1	9606.ENSP00000294409	9606.ENSP00000231509	0	0	0	0	0	0.141	0	0.341	0.41
GNAI1	RASD1	9606.ENSP00000343027	9606.ENSP00000225688	0	0	0	0	0.06	0.532	0.8	0.095	0.909
GNAI1	RHOB	9606.ENSP00000343027	9606.ENSP00000272233	0	0	0	0	0.062	0.247	0	0.231	0.409
GNAI1	OXTR	9606.ENSP00000343027	9606.ENSP00000324270	0	0	0	0	0	0.151	0.8	0.058	0.826
GNAI1	RGS3	9606.ENSP00000343027	9606.ENSP00000363255	0	0	0	0	0.066	0.39	0.8	0.189	0.895
GPR137B	GPR157	9606.ENSP00000355551	9606.ENSP00000366628	0	0	0	0	0	0	0	0.487	0.487
GPX2	VIMP	9606.ENSP00000374265	9606.ENSP00000381282	0	0	0	0	0	0	0	0.694	0.694
GPX2	NFE2L2	9606.ENSP00000374265	9606.ENSP00000380252	0	0	0	0	0	0	0	0.705	0.705
GSG2	PIM3	9606.ENSP00000325290	9606.ENSP00000353824	0	0	0	0	0.062	0.061	0	0.411	0.436
GSG2	KIFC1	9606.ENSP00000325290	9606.ENSP00000393963	0	0	0	0	0.347	0	0	0.194	0.451
HBEGF	ITGB8	9606.ENSP00000230990	9606.ENSP00000222573	0	0	0	0	0.049	0	0	0.41	0.415
HBEGF	SPRY2	9606.ENSP00000230990	9606.ENSP00000366306	0	0	0	0	0.085	0	0.6	0.082	0.634
HBEGF	SPRY1	9606.ENSP00000230990	9606.ENSP00000481675	0	0	0	0	0.062	0	0.6	0.123	0.642
HBEGF	LIF	9606.ENSP00000230990	9606.ENSP00000249075	0	0	0	0	0.108	0	0.9	0.424	0.944
HERPUD1	VIMP	9606.ENSP00000409555	9606.ENSP00000381282	0	0	0	0	0.1	0.27	0	0.281	0.486
HES1	PAX6	9606.ENSP00000232424	9606.ENSP00000404100	0	0	0	0	0.062	0.145	0	0.326	0.412
HES1	SOX9	9606.ENSP00000232424	9606.ENSP00000245479	0	0	0	0	0.098	0	0	0.392	0.428
HES1	TCF4	9606.ENSP00000232424	9606.ENSP00000381382	0	0	0	0	0.049	0.246	0	0.297	0.451
HES1	MYC	9606.ENSP00000232424	9606.ENSP00000479618	0	0	0	0	0	0.27	0	0.309	0.474
HES1	ID2	9606.ENSP00000232424	9606.ENSP00000234091	0	0	0	0	0.062	0.235	0	0.326	0.474
HES1	ID1	9606.ENSP00000232424	9606.ENSP00000365280	0	0	0	0	0.115	0.235	0	0.383	0.546
HES1	JAG1	9606.ENSP00000232424	9606.ENSP00000254958	0	0	0	0	0.076	0.157	0	0.703	0.749
HEXIM1	NR3C1	9606.ENSP00000328773	9606.ENSP00000231509	0	0	0	0	0.049	0	0	0.695	0.698
HEXIM1	RBM14	9606.ENSP00000328773	9606.ENSP00000311747	0	0	0	0	0.072	0.27	0	0.193	0.405
HEXIM1	MYC	9606.ENSP00000328773	9606.ENSP00000479618	0	0	0	0	0	0	0	0.689	0.689
HIC1	MYO1E	9606.ENSP00000314080	9606.ENSP00000288235	0	0	0	0	0.057	0.078	0	0.413	0.445
HIVEP2	MYO10	9606.ENSP00000356575	9606.ENSP00000421280	0	0	0	0	0.057	0.058	0	0.395	0.416
HIVEP2	TCF4	9606.ENSP00000356575	9606.ENSP00000381382	0	0	0	0	0	0.058	0	0.647	0.653
HK2	RHOB	9606.ENSP00000290573	9606.ENSP00000272233	0	0	0	0	0	0.406	0	0.042	0.406
HK2	MYC	9606.ENSP00000290573	9606.ENSP00000479618	0	0	0	0	0.124	0.066	0	0.597	0.642
HK2	SLC2A1	9606.ENSP00000290573	9606.ENSP00000416293	0	0	0	0	0.097	0	0	0.805	0.816
HK2	PFKFB3	9606.ENSP00000290573	9606.ENSP00000443319	0	0	0	0	0.092	0	0.65	0.694	0.894
HNF1A	NR3C1	9606.ENSP00000257555	9606.ENSP00000231509	0	0	0	0	0.052	0.057	0	0.401	0.417
HNF1A	SOX9	9606.ENSP00000257555	9606.ENSP00000245479	0	0	0	0	0	0	0	0.413	0.413
HNF1A	MYC	9606.ENSP00000257555	9606.ENSP00000479618	0	0	0	0	0	0	0.9	0.465	0.944
HOXB8	HOXB9	9606.ENSP00000239144	9606.ENSP00000309439	0	0	0	0.729	0.476	0.078	0	0.729	0.595
HOXB9	SAT1	9606.ENSP00000309439	9606.ENSP00000368572	0	0	0	0	0	0.481	0	0	0.481
HOXC13	OVOL1	9606.ENSP00000243056	9606.ENSP00000337862	0	0	0	0	0.069	0.077	0	0.372	0.413
HSD17B2	TFF1	9606.ENSP00000199936	9606.ENSP00000291527	0	0	0	0	0.065	0	0	0.483	0.496
HSD17B2	HSD3B1	9606.ENSP00000199936	9606.ENSP00000358421	0	0	0	0	0.062	0	0.9	0.643	0.963
HSD3B1	SOX9	9606.ENSP00000358421	9606.ENSP00000245479	0	0	0	0	0.062	0	0	0.467	0.479
HSD3B1	NR4A1	9606.ENSP00000358421	9606.ENSP00000440864	0	0	0	0	0	0	0	0.455	0.455
HSPA1A	NR3C1	9606.ENSP00000364802	9606.ENSP00000231509	0	0	0	0	0	0.288	0.65	0.669	0.91
HSPA1A	HSPE1	9606.ENSP00000364802	9606.ENSP00000233893	0.068	0	0	0	0.184	0.213	0	0.592	0.723
HSPA1A	SOX9	9606.ENSP00000364802	9606.ENSP00000245479	0	0	0	0	0	0.288	0	0.247	0.441
HSPA1A	HSPA4L	9606.ENSP00000364802	9606.ENSP00000296464	0	0	0.43	0.776	0.208	0.348	0.6	0.574	0.821
HSPA1A	HSPA1B	9606.ENSP00000364802	9606.ENSP00000364801	0	0	0.449	0.988	0.139	0.8	0.6	0.54	0.925
HSPA1A	KLF6	9606.ENSP00000364802	9606.ENSP00000419923	0	0	0	0	0.122	0.057	0	0.361	0.425
HSPA1A	MYC	9606.ENSP00000364802	9606.ENSP00000479618	0	0	0	0	0.052	0.121	0	0.425	0.48
HSPA1B	NR3C1	9606.ENSP00000364801	9606.ENSP00000231509	0	0	0	0	0	0.753	0.65	0.45	0.948
